ticket_id,customer_id,ticket_date,issue_type,priority,resolution_status,satisfaction_score
7022326,122991,2023-11-09,Card Blocked,Medium,Resolved,4.0
7022327,104161,2023-10-09,General,Medium,Resolved,4.0
7022328,121939,2023-06-17,Fraud Concern,Critical,Escalated,2.0
7022329,103371,2023-08-02,Failed Payment,Medium,Resolved,5.0
7022330,122513,2024-03-11,Failed Payment,Critical,Resolved,3.0
7022331,115777,2024-09-14,Account Access,Medium,Resolved,
7022332,128296,2023-05-25,General,High,Resolved,3.0
7022333,129502,2023-09-15,Chargeback,High,Resolved,5.0
7022334,128213,2024-06-01,Loan Question,High,Resolved,5.0
7022335,102253,2023-02-11,Failed Payment,Medium,Resolved,4.0
7022336,108083,2023-07-06,Chargeback,Medium,Escalated,5.0
7022337,101697,2024-12-29,Chargeback,Critical,Resolved,4.0
7022338,114126,2024-11-28,KYC Delay,Critical,Unresolved,1.0
7022339,112638,2023-01-26,Failed Payment,Medium,Resolved,5.0
7022340,123712,2024-04-19,Card Blocked,Low,Resolved,5.0
7022341,105020,2024-08-30,Account Access,Medium,Resolved,4.0
7022342,117674,2024-03-30,KYC Delay,Low,Resolved,5.0
7022343,109433,2023-09-04,Account Access,Low,Unresolved,3.0
7022344,102042,2024-12-16,Account Access,Low,Resolved,3.0
7022345,120536,2024-08-10,General,Low,Resolved,4.0
7022346,129892,2024-04-25,Failed Payment,Critical,Resolved,
7022347,116825,2023-12-03,Failed Payment,High,Resolved,5.0
7022348,117661,2023-02-08,Chargeback,High,Resolved,5.0
7022349,105879,2023-10-11,Failed Payment,High,Resolved,4.0
7022350,112434,2024-11-09,Account Access,Low,Unresolved,2.0
7022351,123001,2024-05-14,Failed Payment,High,Unresolved,2.0
7022352,105304,2024-12-14,General,Medium,Resolved,4.0
7022353,106316,2024-03-02,Account Access,High,Resolved,4.0
7022354,110794,2023-08-13,Fraud Concern,Medium,Unresolved,1.0
7022355,102630,2024-09-07,Chargeback,High,Resolved,5.0
7022356,129582,2023-09-30,Failed Payment,Critical,Resolved,4.0
7022357,118005,2024-05-15,Card Blocked,Medium,Resolved,4.0
7022358,110537,2024-10-03,Failed Payment,Critical,Resolved,5.0
7022359,124525,2024-06-19,KYC Delay,High,Resolved,
7022360,121801,2024-09-14,General,Critical,Resolved,4.0
7022361,126663,2024-06-06,Failed Payment,High,Resolved,4.0
7022362,129780,2023-01-09,Loan Question,High,Resolved,4.0
7022363,124591,2024-05-25,Fraud Concern,Critical,Resolved,3.0
7022364,115983,2023-09-22,Account Access,High,Resolved,3.0
7022365,105306,2023-11-23,KYC Delay,Medium,Resolved,5.0
7022366,107204,2023-02-18,Failed Payment,Medium,Resolved,5.0
7022367,101831,2024-05-13,Chargeback,High,Unresolved,2.0
7022368,109352,2023-12-05,Card Blocked,Low,Resolved,5.0
7022369,900089,2023-12-19,Chargeback,Medium,Unresolved,3.0
7022370,110746,2024-11-11,Fraud Concern,Medium,Escalated,3.0
7022371,112127,2024-09-29,Failed Payment,Medium,Escalated,3.0
7022372,126808,2023-12-28,Card Blocked,Medium,Resolved,5.0
7022373,116646,2024-02-18,Failed Payment,High,Resolved,5.0
7022374,115067,2024-05-08,KYC Delay,Medium,Unresolved,3.0
7022375,112626,2023-08-28,Failed Payment,Medium,Unresolved,3.0
7022376,128344,2023-08-07,General,Medium,Escalated,
7022377,115585,2024-03-07,Loan Question,Critical,Resolved,4.0
7022378,122608,2024-07-08,Account Access,Medium,Resolved,4.0
7022379,105705,2024-04-17,Card Blocked,Low,Resolved,4.0
7022380,106435,2023-11-11,Card Blocked,Low,Resolved,5.0
7022381,121177,2023-04-03,Failed Payment,Medium,Resolved,4.0
7022382,104699,2024-03-19,Fraud Concern,Medium,Resolved,4.0
7022383,111845,2023-11-11,Loan Question,Low,Resolved,3.0
7022384,125873,2023-02-23,Failed Payment,Medium,Resolved,4.0
7022385,128977,2023-07-28,Loan Question,Low,Resolved,3.0
7022386,124716,2024-09-09,Card Blocked,Medium,Resolved,4.0
7022387,106730,2024-07-30,Chargeback,High,Resolved,3.0
7022388,105827,2024-01-14,Account Access,Medium,Escalated,3.0
7022389,120108,2024-10-17,Account Access,Low,Resolved,4.0
7022390,108590,2024-04-03,Loan Question,Medium,Resolved,5.0
7022391,120937,2024-10-30,Failed Payment,High,Unresolved,2.0
7022392,125496,2024-09-09,Card Blocked,Low,Resolved,5.0
7022393,102855,2023-10-10,KYC Delay,Medium,Resolved,4.0
7022394,103234,2024-08-31,Loan Question,Critical,Resolved,4.0
7022395,105135,2023-05-26,KYC Delay,Medium,Resolved,4.0
7022396,105840,2023-03-28,Account Access,Medium,Escalated,4.0
7022397,118725,2023-11-30,Card Blocked,High,Resolved,4.0
7022398,101847,2024-02-25,Fraud Concern,Medium,Resolved,4.0
7022399,127736,2023-09-20,Failed Payment,High,Resolved,3.0
7022400,108116,2023-10-19,Account Access,Critical,Resolved,4.0
7022401,117723,2024-08-25,Chargeback,High,Resolved,
7022402,900262,2023-10-12,Account Access,Medium,Resolved,5.0
7022403,105650,2024-01-10,Failed Payment,High,Resolved,3.0
7022404,116299,2024-11-20,Account Access,High,Unresolved,2.0
7022405,104802,2023-06-28,Account Access,Critical,Resolved,4.0
7022406,126223,2023-06-03,Loan Question,Low,Unresolved,1.0
7022407,102885,2024-03-29,Chargeback,High,Resolved,2.0
7022408,103241,2024-11-16,Account Access,Medium,Escalated,3.0
7022409,127681,2024-01-27,KYC Delay,Medium,Unresolved,3.0
7022410,106372,2024-02-27,Failed Payment,High,Resolved,3.0
7022411,103474,2023-12-28,Chargeback,Critical,Resolved,5.0
7022412,101889,2024-02-07,General,Medium,Resolved,4.0
7022413,121191,2023-06-14,Failed Payment,Critical,Resolved,5.0
7022414,122120,2024-09-29,Failed Payment,High,Resolved,4.0
7022415,111151,2024-06-24,General,High,Resolved,4.0
7022416,122180,2023-10-29,General,Medium,Resolved,5.0
7022417,121026,2024-09-10,Account Access,Low,Resolved,4.0
7022418,121541,2024-12-11,Card Blocked,Low,Resolved,5.0
7022419,113588,2024-03-17,Failed Payment,High,Resolved,3.0
7022420,112803,2023-07-19,KYC Delay,High,Resolved,5.0
7022421,121270,2023-04-11,Chargeback,High,Unresolved,2.0
7022422,116623,2024-09-02,General,Medium,Resolved,5.0
7022423,107664,2024-06-25,Account Access,High,Resolved,5.0
7022424,127297,2023-09-22,Failed Payment,Critical,Resolved,3.0
7022425,120058,2024-12-16,KYC Delay,Medium,Unresolved,2.0
7022426,113208,2023-11-14,Chargeback,Critical,Resolved,3.0
7022427,117804,2024-09-30,Failed Payment,Critical,Resolved,3.0
7022428,126699,2023-02-17,Failed Payment,Medium,Resolved,5.0
7022429,102019,2023-05-23,Card Blocked,Medium,Resolved,4.0
7022430,121881,2024-05-11,Loan Question,High,Unresolved,1.0
7022431,103243,2024-01-23,Loan Question,Low,Escalated,2.0
7022432,121614,2023-12-01,Account Access,Low,Resolved,4.0
7022433,104112,2024-02-25,Loan Question,Medium,Resolved,5.0
7022434,106403,2023-03-03,Chargeback,High,Resolved,4.0
7022435,900078,2023-05-05,Card Blocked,Low,Resolved,4.0
7022436,109466,2024-07-13,General,High,Resolved,5.0
7022437,106840,2023-01-27,Card Blocked,Low,Resolved,2.0
7022438,125018,2024-05-15,Card Blocked,High,Resolved,4.0
7022439,127803,2023-01-25,Failed Payment,Medium,Resolved,4.0
7022440,128300,2023-08-06,Failed Payment,High,Resolved,3.0
7022441,105270,2024-06-21,KYC Delay,Medium,Resolved,4.0
7022442,102976,2023-08-19,Failed Payment,Medium,Resolved,4.0
7022443,122026,2024-02-02,Account Access,High,Resolved,4.0
7022444,103280,2024-05-10,Failed Payment,Medium,Unresolved,2.0
7022445,124206,2023-11-03,Failed Payment,Medium,Unresolved,1.0
7022446,108118,2023-02-28,Failed Payment,High,Resolved,4.0
7022447,123625,2024-02-10,KYC Delay,Low,Resolved,4.0
7022448,115487,2023-09-08,Account Access,Medium,Resolved,4.0
7022449,126407,2024-10-19,Chargeback,High,Resolved,4.0
7022450,102640,2023-08-26,KYC Delay,Medium,Resolved,5.0
7022451,110887,2024-01-22,Account Access,Medium,Unresolved,1.0
7022452,100408,2024-09-24,General,Medium,Unresolved,2.0
7022453,125976,2024-09-01,Chargeback,Medium,Resolved,4.0
7022454,110761,2024-03-16,Chargeback,Medium,Unresolved,1.0
7022455,108359,2023-02-21,Failed Payment,High,Escalated,2.0
7022456,104480,2023-03-14,Failed Payment,High,Resolved,4.0
7022457,102818,2023-12-06,General,Medium,Resolved,4.0
7022458,109529,2023-03-29,Account Access,High,Resolved,3.0
7022459,117629,2024-01-14,Failed Payment,High,Resolved,5.0
7022460,108521,2023-09-18,Account Access,Medium,Resolved,4.0
7022461,111872,2023-02-19,Fraud Concern,Medium,Resolved,3.0
7022462,117729,2023-07-01,General,Medium,Unresolved,2.0
7022463,125230,2024-11-03,Fraud Concern,Critical,Unresolved,
7022464,119996,2024-07-21,KYC Delay,Low,Resolved,5.0
7022465,125316,2024-08-15,Loan Question,Medium,Resolved,4.0
7022466,120160,2024-09-30,Fraud Concern,Critical,Unresolved,3.0
7022467,107747,2024-01-12,Fraud Concern,High,Resolved,5.0
7022468,103764,2024-06-07,Failed Payment,High,Resolved,
7022469,123825,2023-10-20,Fraud Concern,Critical,Resolved,3.0
7022470,102608,2024-08-26,Failed Payment,High,Resolved,4.0
7022471,102567,2023-11-20,Failed Payment,Critical,Resolved,4.0
7022472,116153,2023-06-04,Fraud Concern,Medium,Unresolved,
7022473,114350,2024-04-30,General,Low,Resolved,4.0
7022474,127545,2024-01-14,General,High,Resolved,4.0
7022475,123420,2024-05-20,KYC Delay,High,Resolved,3.0
7022476,109214,2023-03-18,Failed Payment,Critical,Resolved,4.0
7022477,118056,2023-02-05,General,Low,Resolved,
7022478,101028,2024-07-02,General,Low,Resolved,
7022479,102290,2023-05-20,Failed Payment,Medium,Resolved,3.0
7022480,112845,2023-07-22,Card Blocked,Medium,Resolved,5.0
7022481,121236,2023-05-26,Card Blocked,Low,Resolved,5.0
7022482,112308,2023-10-31,Card Blocked,Medium,Resolved,5.0
7022483,118660,2024-07-12,Loan Question,Low,Resolved,5.0
7022484,127649,2024-02-05,General,Medium,Resolved,5.0
7022485,108322,2023-04-14,Loan Question,Medium,Resolved,4.0
7022486,123437,2024-03-15,General,Medium,Resolved,4.0
7022487,128706,2024-10-26,Failed Payment,Medium,Resolved,5.0
7022488,125161,2024-11-28,Card Blocked,Medium,Resolved,2.0
7022489,104082,2024-11-27,Account Access,Critical,Resolved,4.0
7022490,110743,2023-11-29,Failed Payment,High,Unresolved,1.0
7022491,114817,2024-02-14,Failed Payment,Medium,Resolved,4.0
7022492,123323,2024-03-08,Account Access,Medium,Resolved,4.0
7022493,113551,2024-06-28,Fraud Concern,High,Resolved,3.0
7022494,119170,2023-10-25,General,Medium,Resolved,5.0
7022495,104271,2024-05-28,Chargeback,High,Resolved,5.0
7022496,127851,2024-09-02,Failed Payment,Critical,Resolved,4.0
7022497,106890,2023-11-01,Failed Payment,High,Resolved,4.0
7022498,106919,2023-01-03,General,Critical,Unresolved,2.0
7022499,115058,2023-02-26,Account Access,Medium,Escalated,3.0
7022500,101570,2023-02-15,Account Access,Medium,Escalated,3.0
7022501,120415,2024-12-01,Account Access,Low,Escalated,3.0
7022502,110258,2024-08-08,Account Access,High,Resolved,4.0
7022503,123902,2024-12-19,Account Access,Medium,Resolved,4.0
7022504,116624,2024-06-13,Loan Question,Medium,Resolved,4.0
7022505,122452,2024-07-19,General,Low,Resolved,4.0
7022506,104580,2024-11-12,Card Blocked,Medium,Resolved,5.0
7022507,102469,2024-12-05,Account Access,Medium,Resolved,4.0
7022508,125884,2023-08-14,Card Blocked,Low,Resolved,3.0
7022509,105718,2023-03-25,Account Access,High,Resolved,5.0
7022510,117763,2024-11-27,Account Access,Low,Resolved,3.0
7022511,127077,2023-04-11,Fraud Concern,Critical,Resolved,4.0
7022512,103290,2023-05-14,Failed Payment,High,Resolved,5.0
7022513,126573,2024-04-20,Account Access,Critical,Resolved,3.0
7022514,117552,2024-05-03,Loan Question,Medium,Resolved,5.0
7022515,114769,2024-05-27,General,Medium,Resolved,5.0
7022516,102459,2023-09-04,KYC Delay,Low,Resolved,4.0
7022517,113961,2024-11-19,Failed Payment,Critical,Resolved,
7022518,119622,2023-05-27,General,Medium,Resolved,4.0
7022519,127174,2024-07-04,General,Medium,Resolved,3.0
7022520,101230,2023-06-08,KYC Delay,Low,Resolved,4.0
7022521,112477,2023-11-19,Fraud Concern,Medium,Resolved,4.0
7022522,119239,2023-01-27,KYC Delay,Low,Resolved,4.0
7022523,112638,2024-12-14,Failed Payment,Medium,Resolved,5.0
7022524,114695,2024-11-10,Account Access,Medium,Resolved,4.0
7022525,104318,2023-03-01,General,Low,Escalated,3.0
7022526,110332,2023-12-22,Account Access,Medium,Resolved,5.0
7022527,109162,2023-07-19,Chargeback,High,Resolved,4.0
7022528,126983,2023-12-28,Loan Question,Low,Resolved,3.0
7022529,117300,2023-11-05,Account Access,Low,Escalated,3.0
7022530,107420,2023-02-22,Fraud Concern,High,Resolved,4.0
7022531,107831,2023-02-25,Card Blocked,Medium,Resolved,3.0
7022532,101590,2023-03-19,Loan Question,Low,Resolved,4.0
7022533,123379,2023-03-28,General,High,Escalated,4.0
7022534,107988,2023-02-11,Chargeback,Medium,Resolved,3.0
7022535,124528,2024-10-21,Failed Payment,High,Resolved,4.0
7022536,109705,2023-02-26,Card Blocked,Medium,Resolved,5.0
7022537,118936,2023-12-06,Loan Question,Medium,Resolved,5.0
7022538,111194,2023-11-09,Account Access,Medium,Resolved,3.0
7022539,114249,2024-12-18,Account Access,High,Resolved,4.0
7022540,100059,2024-03-28,Fraud Concern,Medium,Resolved,3.0
7022541,121783,2024-04-18,Failed Payment,High,Resolved,5.0
7022542,111416,2023-08-26,Account Access,Medium,Unresolved,3.0
7022543,102630,2024-07-12,Loan Question,Medium,Escalated,4.0
7022544,118022,2024-09-28,Failed Payment,Medium,Unresolved,1.0
7022545,110359,2024-11-29,KYC Delay,Medium,Resolved,4.0
7022546,100269,2024-03-09,Loan Question,High,Resolved,4.0
7022547,125706,2024-05-06,Card Blocked,High,Escalated,2.0
7022548,118761,2024-07-11,Card Blocked,Medium,Resolved,5.0
7022549,118693,2023-02-16,General,Medium,Resolved,3.0
7022550,111639,2024-12-03,General,Medium,Resolved,3.0
7022551,127692,2024-10-22,Loan Question,Medium,Escalated,3.0
7022552,121630,2023-05-26,Account Access,Medium,Resolved,4.0
7022553,128522,2023-11-11,Chargeback,Medium,Resolved,3.0
7022554,121713,2023-01-07,General,Low,Resolved,4.0
7022555,108666,2023-09-10,Account Access,Medium,Resolved,5.0
7022556,120219,2023-09-22,Loan Question,Medium,Escalated,3.0
7022557,109852,2023-07-23,Loan Question,Medium,Resolved,3.0
7022558,119410,2024-01-17,Fraud Concern,Medium,Resolved,4.0
7022559,900323,2023-03-04,Account Access,Low,Unresolved,1.0
7022560,121495,2024-08-13,Card Blocked,High,Resolved,4.0
7022561,123293,2023-11-13,Card Blocked,Medium,Resolved,5.0
7022562,128063,2023-05-10,Card Blocked,Low,Resolved,4.0
7022563,129106,2024-08-09,Account Access,Medium,Resolved,4.0
7022564,116081,2024-08-30,Fraud Concern,High,Unresolved,3.0
7022565,118045,2023-07-05,Card Blocked,High,Unresolved,2.0
7022566,107502,2023-09-17,Fraud Concern,Medium,Resolved,3.0
7022567,102730,2024-10-27,General,Low,Escalated,3.0
7022568,104517,2023-11-18,Loan Question,Low,Resolved,4.0
7022569,125275,2024-08-28,Account Access,Medium,Unresolved,2.0
7022570,126159,2024-10-03,Fraud Concern,Medium,Unresolved,2.0
7022571,119819,2023-11-22,Failed Payment,Medium,Resolved,4.0
7022572,100782,2023-12-19,Card Blocked,Critical,Resolved,3.0
7022573,127338,2024-05-08,Card Blocked,Low,Escalated,2.0
7022574,129478,2023-02-15,General,Low,Unresolved,3.0
7022575,105527,2024-01-02,Card Blocked,Low,Unresolved,1.0
7022576,107442,2023-03-25,KYC Delay,Medium,Resolved,5.0
7022577,104688,2024-10-05,Failed Payment,High,Unresolved,2.0
7022578,121740,2023-09-19,General,Critical,Resolved,
7022579,102507,2023-02-01,Card Blocked,Medium,Resolved,4.0
7022580,113486,2024-10-29,Loan Question,Low,Resolved,4.0
7022581,120981,2023-03-15,Loan Question,Low,Resolved,3.0
7022582,127352,2024-09-24,Loan Question,Medium,Resolved,4.0
7022583,103159,2023-10-22,KYC Delay,High,Resolved,5.0
7022584,105694,2024-10-03,General,High,Resolved,4.0
7022585,120863,2024-12-08,Card Blocked,Low,Resolved,
7022586,125978,2024-12-24,Failed Payment,Critical,Resolved,3.0
7022587,114202,2024-12-04,Account Access,Low,Resolved,4.0
7022588,107360,2024-08-15,General,Low,Resolved,4.0
7022589,123834,2024-03-05,KYC Delay,Medium,Resolved,5.0
7022590,101148,2024-02-17,Failed Payment,Critical,Resolved,4.0
7022591,128203,2023-09-09,Chargeback,High,Resolved,5.0
7022592,116783,2023-10-21,Account Access,Medium,Resolved,4.0
7022593,121876,2024-08-04,Failed Payment,High,Resolved,
7022594,126844,2024-07-16,Fraud Concern,Critical,Resolved,5.0
7022595,102125,2023-11-28,KYC Delay,Low,Resolved,3.0
7022596,105332,2024-03-18,General,Low,Escalated,2.0
7022597,105952,2024-02-07,Chargeback,High,Resolved,5.0
7022598,115979,2024-02-15,Account Access,Medium,Resolved,4.0
7022599,110499,2023-06-06,Card Blocked,Critical,Resolved,
7022600,119039,2024-05-08,Failed Payment,High,Resolved,4.0
7022601,117951,2023-10-07,Failed Payment,High,Resolved,5.0
7022602,121019,2024-06-19,General,Medium,Resolved,5.0
7022603,126275,2024-08-27,Account Access,Medium,Escalated,
7022604,108133,2024-12-18,Loan Question,Medium,Unresolved,2.0
7022605,106068,2023-11-30,General,Medium,Resolved,3.0
7022606,119065,2024-10-25,Card Blocked,Medium,Resolved,4.0
7022607,104401,2024-02-20,Loan Question,High,Resolved,5.0
7022608,128675,2024-08-30,Failed Payment,High,Resolved,
7022609,110530,2024-06-27,Fraud Concern,High,Resolved,4.0
7022610,117183,2024-05-08,KYC Delay,High,Resolved,4.0
7022611,123634,2024-02-13,Card Blocked,Medium,Resolved,4.0
7022612,116007,2023-01-04,Failed Payment,Critical,Resolved,4.0
7022613,118735,2023-04-02,Card Blocked,Medium,Resolved,4.0
7022614,123161,2024-07-19,Fraud Concern,High,Unresolved,2.0
7022615,112975,2024-05-10,Account Access,High,Resolved,5.0
7022616,107273,2023-06-28,Failed Payment,High,Resolved,
7022617,107889,2023-04-27,KYC Delay,Medium,Resolved,5.0
7022618,106186,2023-01-15,Failed Payment,Medium,Resolved,3.0
7022619,101649,2024-05-17,Account Access,Medium,Resolved,4.0
7022620,103701,2024-12-18,Card Blocked,Medium,Resolved,3.0
7022621,124389,2023-11-16,Loan Question,Medium,Resolved,4.0
7022622,120348,2024-06-30,Failed Payment,High,Resolved,4.0
7022623,115903,2023-02-13,Chargeback,Medium,Resolved,5.0
7022624,103947,2024-09-29,Loan Question,Medium,Unresolved,1.0
7022625,104523,2024-05-30,Loan Question,Low,Resolved,4.0
7022626,119042,2024-10-29,General,Medium,Resolved,3.0
7022627,127649,2024-06-03,Fraud Concern,High,Resolved,4.0
7022628,100110,2024-09-24,Chargeback,Medium,Resolved,5.0
7022629,129438,2024-10-03,Loan Question,Critical,Resolved,5.0
7022630,115220,2024-07-30,KYC Delay,High,Unresolved,3.0
7022631,121865,2023-06-19,Failed Payment,High,Unresolved,2.0
7022632,105325,2024-01-12,Card Blocked,Medium,Resolved,4.0
7022633,114696,2023-05-05,Card Blocked,Medium,Unresolved,2.0
7022634,103439,2023-08-29,General,Low,Resolved,4.0
7022635,119727,2024-09-19,General,Critical,Resolved,3.0
7022636,110804,2023-03-10,General,Medium,Unresolved,2.0
7022637,100457,2024-10-11,Loan Question,Medium,Resolved,4.0
7022638,119777,2023-06-17,Account Access,Critical,Resolved,5.0
7022639,112482,2024-07-30,Failed Payment,High,Resolved,4.0
7022640,126730,2023-03-21,General,Critical,Resolved,5.0
7022641,113394,2024-03-06,Fraud Concern,Critical,Resolved,3.0
7022642,106323,2023-01-01,Fraud Concern,Critical,Resolved,
7022643,129506,2023-09-07,Failed Payment,Medium,Resolved,5.0
7022644,114273,2024-07-18,Failed Payment,High,Resolved,4.0
7022645,100217,2024-08-16,KYC Delay,Medium,Resolved,4.0
7022646,113054,2023-12-10,Fraud Concern,Critical,Resolved,5.0
7022647,125854,2023-06-01,Failed Payment,High,Resolved,4.0
7022648,119587,2024-04-26,Failed Payment,Medium,Resolved,5.0
7022649,112569,2023-09-12,Failed Payment,Medium,Resolved,3.0
7022650,108954,2024-12-14,General,Low,Resolved,5.0
7022651,110542,2024-07-08,Card Blocked,Low,Escalated,3.0
7022652,123460,2024-02-24,Account Access,High,Resolved,5.0
7022653,104649,2024-02-17,General,Low,Escalated,2.0
7022654,118642,2024-03-17,Failed Payment,High,Resolved,3.0
7022655,112176,2023-04-13,Failed Payment,High,Escalated,2.0
7022656,121994,2024-04-18,Failed Payment,Critical,Unresolved,2.0
7022657,127106,2024-11-06,General,Medium,Resolved,2.0
7022658,104547,2024-03-28,General,High,Resolved,
7022659,105011,2024-03-13,KYC Delay,Medium,Resolved,4.0
7022660,105867,2024-06-19,Account Access,Medium,Resolved,3.0
7022661,117304,2023-11-14,Account Access,Low,Resolved,4.0
7022662,128050,2024-02-11,Card Blocked,Medium,Resolved,3.0
7022663,108003,2023-04-09,Loan Question,Medium,Resolved,4.0
7022664,110410,2024-12-19,Chargeback,High,Resolved,4.0
7022665,122435,2024-07-01,KYC Delay,Medium,Resolved,4.0
7022666,126192,2024-02-21,Loan Question,Low,Resolved,4.0
7022667,110477,2024-06-25,General,Low,Escalated,3.0
7022668,110142,2024-09-13,Card Blocked,Medium,Resolved,4.0
7022669,127576,2024-03-06,KYC Delay,Low,Unresolved,
7022670,116993,2024-08-29,Card Blocked,Medium,Resolved,
7022671,103701,2023-06-03,Card Blocked,Low,Resolved,5.0
7022672,119716,2024-06-21,General,Medium,Resolved,
7022673,126654,2023-01-03,Account Access,Low,Resolved,4.0
7022674,107314,2023-02-17,Card Blocked,High,Resolved,3.0
7022675,121291,2023-09-11,Chargeback,High,Resolved,5.0
7022676,129943,2023-11-25,Failed Payment,Medium,Resolved,5.0
7022677,124462,2024-01-11,KYC Delay,Low,Resolved,4.0
7022678,102583,2023-05-08,KYC Delay,High,Resolved,4.0
7022679,118217,2023-12-20,Account Access,High,Resolved,4.0
7022680,115982,2024-09-12,Chargeback,High,Escalated,2.0
7022681,129842,2023-03-08,Failed Payment,High,Resolved,5.0
7022682,105110,2023-08-26,KYC Delay,Medium,Resolved,3.0
7022683,113977,2023-08-08,Account Access,Medium,Resolved,3.0
7022684,128093,2024-08-28,Card Blocked,Medium,Resolved,5.0
7022685,111673,2024-07-21,General,Low,Resolved,4.0
7022686,104172,2023-04-03,Loan Question,High,Resolved,3.0
7022687,102719,2023-06-27,Loan Question,Medium,Resolved,4.0
7022688,109538,2024-02-15,Chargeback,Critical,Resolved,4.0
7022689,128212,2023-10-17,KYC Delay,Medium,Resolved,4.0
7022690,108114,2024-08-27,KYC Delay,Medium,Resolved,3.0
7022691,103321,2023-05-28,Failed Payment,Medium,Unresolved,2.0
7022692,123655,2024-06-21,Account Access,Critical,Resolved,3.0
7022693,112813,2023-05-11,General,Medium,Resolved,4.0
7022694,120983,2023-12-04,Account Access,Low,Resolved,3.0
7022695,103356,2024-12-04,KYC Delay,Medium,Resolved,4.0
7022696,113136,2024-08-04,Chargeback,Medium,Resolved,4.0
7022697,101343,2024-11-12,Account Access,Critical,Resolved,5.0
7022698,116185,2023-05-19,Fraud Concern,Critical,Resolved,3.0
7022699,119332,2023-06-01,Failed Payment,High,Resolved,3.0
7022700,108769,2024-09-11,KYC Delay,Low,Unresolved,2.0
7022701,109051,2023-03-31,Chargeback,High,Resolved,5.0
7022702,111124,2024-10-29,KYC Delay,Low,Unresolved,1.0
7022703,125060,2023-08-15,Card Blocked,High,Resolved,5.0
7022704,125505,2024-10-30,Fraud Concern,Medium,Resolved,
7022705,111968,2024-05-01,KYC Delay,Medium,Resolved,4.0
7022706,126381,2023-02-24,General,High,Escalated,3.0
7022707,118305,2024-09-21,Failed Payment,Medium,Resolved,2.0
7022708,104428,2023-08-08,Failed Payment,Medium,Resolved,3.0
7022709,112207,2024-01-25,Failed Payment,Medium,Resolved,4.0
7022710,127291,2024-06-19,General,High,Resolved,4.0
7022711,129552,2023-07-05,Account Access,Medium,Resolved,
7022712,100340,2024-05-11,Account Access,High,Resolved,4.0
7022713,125158,2024-02-04,Card Blocked,High,Resolved,4.0
7022714,116707,2024-04-29,Chargeback,High,Resolved,3.0
7022715,119457,2024-07-19,Chargeback,High,Resolved,4.0
7022716,104207,2023-12-11,Account Access,Medium,Resolved,5.0
7022717,100139,2024-11-10,General,Low,Resolved,
7022718,121046,2023-05-07,Card Blocked,Low,Resolved,
7022719,124870,2023-11-06,Account Access,Medium,Escalated,2.0
7022720,107684,2024-05-05,Account Access,Medium,Resolved,5.0
7022721,118218,2024-10-06,KYC Delay,Medium,Escalated,3.0
7022722,113052,2024-04-10,Failed Payment,Critical,Unresolved,1.0
7022723,115135,2023-01-16,Account Access,Medium,Resolved,4.0
7022724,127731,2023-05-10,General,Medium,Unresolved,1.0
7022725,118845,2023-05-01,General,Low,Resolved,3.0
7022726,106776,2024-04-26,Failed Payment,Critical,Escalated,3.0
7022727,105669,2024-10-18,Failed Payment,Medium,Resolved,4.0
7022728,116648,2024-06-11,Account Access,Critical,Resolved,4.0
7022729,125286,2023-04-25,Failed Payment,High,Resolved,4.0
7022730,114375,2023-04-24,Account Access,Medium,Resolved,4.0
7022731,105939,2023-11-27,Fraud Concern,Critical,Resolved,4.0
7022732,102584,2024-12-23,KYC Delay,Medium,Resolved,4.0
7022733,121788,2023-12-16,Loan Question,Low,Unresolved,1.0
7022734,106116,2024-04-29,Chargeback,High,Unresolved,2.0
7022735,101837,2023-11-18,Failed Payment,High,Resolved,5.0
7022736,112069,2023-07-03,Fraud Concern,High,Resolved,3.0
7022737,118419,2024-09-22,KYC Delay,High,Resolved,4.0
7022738,106732,2023-07-19,Loan Question,Medium,Resolved,3.0
7022739,115104,2024-01-13,Card Blocked,Medium,Resolved,4.0
7022740,120117,2024-02-07,Fraud Concern,Medium,Resolved,4.0
7022741,117834,2024-09-26,Account Access,Low,Resolved,4.0
7022742,101332,2024-03-18,Card Blocked,Medium,Resolved,4.0
7022743,121419,2024-03-27,Fraud Concern,High,Unresolved,3.0
7022744,111523,2024-05-22,Failed Payment,Medium,Escalated,2.0
7022745,118399,2023-05-23,General,Medium,Escalated,4.0
7022746,101093,2024-04-11,General,Low,Resolved,3.0
7022747,108448,2023-06-30,Card Blocked,High,Resolved,4.0
7022748,102290,2024-11-17,Account Access,Medium,Resolved,4.0
7022749,107308,2023-06-09,Chargeback,Medium,Unresolved,2.0
7022750,113900,2024-03-12,Account Access,Medium,Resolved,5.0
7022751,103863,2023-04-22,Account Access,Medium,Unresolved,
7022752,126069,2024-12-01,Loan Question,Low,Resolved,3.0
7022753,111402,2023-07-12,General,Medium,Resolved,5.0
7022754,113480,2023-01-08,Loan Question,Critical,Resolved,5.0
7022755,104143,2024-06-14,Card Blocked,High,Resolved,5.0
7022756,107062,2024-05-22,General,Low,Resolved,4.0
7022757,107188,2024-08-22,Fraud Concern,Medium,Resolved,4.0
7022758,117687,2024-05-18,KYC Delay,Medium,Resolved,4.0
7022759,102799,2023-12-26,Account Access,Medium,Resolved,
7022760,111719,2024-03-30,Card Blocked,Medium,Resolved,2.0
