loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date,default_flag
6006006,127406,Personal Loan,8354.03,13.04,Active,2022-12-27,False
6006007,107435,Personal Loan,44270.23,14.78,Active,2023-06-03,False
6006008,112271,Consumer Credit,26945.04,6.4,Active,2022-11-20,False
6006009,115741,SMB Loan,6669.44,16.31,Active,2024-06-20,False
6006010,129617,Consumer Credit,1229.26,7.19,Active,2024-09-11,False
6006011,109965,SMB Loan,26294.05,4.99,Active,2024-04-26,False
6006012,112026,SMB Loan,3691.54,4.55,Active,2022-12-22,False
6006013,129355,Personal Loan,10342.48,11.13,Active,2024-04-21,False
6006014,110732,Overdraft Credit,22679.61,10.72,Active,2024-05-02,False
6006015,125135,Consumer Credit,17927.74,7.65,Closed,2024-04-08,False
6006016,900176,Overdraft Credit,10609.98,10.6,Active,2023-05-28,False
6006017,118197,SMB Loan,11875.99,16.2,Closed,2023-06-07,False
6006018,103771,Personal Loan,11648.1,6.47,Active,2023-12-14,False
6006019,105121,SMB Loan,10619.85,5.55,Active,2022-08-05,False
6006020,121129,Consumer Credit,22828.68,6.2,Active,2024-01-20,False
6006021,117882,Overdraft Credit,11086.07,5.94,Active,2023-05-19,False
6006022,102165,Personal Loan,6747.84,7.29,Active,2024-08-18,False
6006023,125780,SMB Loan,14835.94,14.53,Active,2024-07-25,False
6006024,102398,SMB Loan,9732.02,15.55,Defaulted,2022-06-02,True
6006025,110870,Consumer Credit,10128.15,13.3,Closed,2024-07-20,False
6006026,127572,Personal Loan,32436.22,7.46,Active,2023-09-07,False
6006027,112825,SMB Loan,4934.72,14.63,Active,2023-11-06,False
6006028,113979,SMB Loan,3932.2,11.14,Active,2023-02-02,False
6006029,105344,SMB Loan,6386.26,6.48,Closed,2023-07-20,False
6006030,118773,Overdraft Credit,7240.86,14.89,Closed,2022-12-27,False
6006031,105537,Overdraft Credit,8462.88,6.43,Closed,2023-10-07,False
6006032,900005,Overdraft Credit,41190.71,16.05,Active,2024-02-18,False
6006033,113699,SMB Loan,22074.46,5.15,Closed,2023-08-31,False
6006034,118895,Personal Loan,4550.72,15.61,Active,2023-08-29,False
6006035,106085,Personal Loan,36776.93,15.69,Active,2023-06-26,False
6006036,118019,Consumer Credit,4554.26,14.95,Active,2023-04-07,False
6006037,123035,Personal Loan,77026.32,10.01,Closed,2024-04-21,False
6006038,115513,Personal Loan,4475.7,11.9,Closed,2023-09-21,False
6006039,126446,SMB Loan,11309.97,13.51,Defaulted,2023-06-16,True
6006040,123379,Personal Loan,32791.53,13.85,Active,2024-06-23,False
6006041,128220,Personal Loan,21359.37,12.38,Active,2024-03-08,False
6006042,108958,Personal Loan,51128.7,14.4,Active,2023-10-16,False
6006043,103057,Personal Loan,4730.79,4.92,Active,2022-07-21,False
6006044,109155,Personal Loan,11886.33,7.36,Active,2024-04-29,False
6006045,127375,Overdraft Credit,129575.1,12.87,Active,2024-09-30,False
6006046,111303,Consumer Credit,2033.27,8.98,Active,2024-03-30,False
6006047,124319,Personal Loan,11216.76,9.43,Active,2024-06-18,False
6006048,103509,SMB Loan,6398.84,11.34,Active,2023-02-09,False
6006049,122158,Overdraft Credit,2451.08,5.73,Closed,2024-03-02,False
6006050,127386,Personal Loan,11375.21,6.56,Defaulted,2022-07-15,True
6006051,106706,Personal Loan,8770.75,15.97,Defaulted,2023-06-17,True
6006052,109954,Consumer Credit,21310.27,16.15,Active,2023-10-30,False
6006053,111361,Personal Loan,5702.13,6.72,Active,2023-01-21,False
6006054,122044,Personal Loan,8766.38,10.8,Active,2022-12-27,False
6006055,127918,Personal Loan,18400.55,13.19,Active,2024-08-30,False
6006056,108289,Overdraft Credit,10919.94,13.07,Closed,2023-07-08,False
6006057,105892,Personal Loan,8906.41,10.08,Closed,2024-07-02,False
6006058,107354,Personal Loan,6365.68,11.61,Closed,2023-10-05,False
6006059,121810,Consumer Credit,20391.51,15.21,Active,2023-11-19,False
6006060,110874,Consumer Credit,8428.74,6.0,Closed,2023-09-01,False
6006061,125029,SMB Loan,5468.17,5.25,Active,2024-02-13,False
6006062,123091,SMB Loan,12118.28,13.74,Closed,2024-06-09,False
6006063,112823,Consumer Credit,10849.16,14.51,Defaulted,2022-10-13,True
6006064,122698,Personal Loan,12922.28,15.58,Active,2023-09-27,False
6006065,113122,Consumer Credit,2861.59,6.74,Active,2022-09-17,False
6006066,105532,Consumer Credit,5643.99,12.28,Closed,2024-04-30,False
6006067,102832,SMB Loan,5848.35,16.15,Active,2023-05-10,False
6006068,106763,Personal Loan,51283.22,9.11,Active,2023-02-27,False
6006069,120859,Consumer Credit,6737.15,7.28,Active,2023-11-26,False
6006070,121905,Personal Loan,10713.88,6.0,Closed,2023-10-07,False
6006071,100730,Consumer Credit,3844.9,4.94,Active,2022-12-30,False
6006072,111295,SMB Loan,17540.13,6.63,Active,2023-05-22,False
6006073,101448,Personal Loan,21451.61,8.32,Active,2024-04-26,False
6006074,101087,Personal Loan,9638.19,9.5,Active,2022-08-10,False
6006075,117979,Consumer Credit,37032.81,14.27,Active,2022-06-20,False
6006076,120688,Consumer Credit,2067.9,12.2,Active,2024-03-21,False
6006077,110587,SMB Loan,15902.7,10.68,Active,2024-01-18,False
6006078,127575,Personal Loan,14895.09,10.84,Active,2023-05-07,False
6006079,104610,Personal Loan,14009.7,6.99,Active,2022-09-13,False
6006080,104694,Personal Loan,1970.02,4.76,Active,2024-01-28,False
6006081,102331,Consumer Credit,28598.92,4.66,Active,2023-03-06,False
6006082,107999,Personal Loan,7982.53,15.15,Active,2023-10-17,False
6006083,100628,Personal Loan,17922.21,11.9,Active,2022-12-17,False
6006084,128207,Personal Loan,8204.97,11.75,Active,2022-07-23,False
6006085,122445,Consumer Credit,23592.3,15.12,Active,2023-08-04,False
6006086,120331,Consumer Credit,22810.85,14.11,Closed,2024-04-07,False
6006087,106341,SMB Loan,3890.54,11.14,Closed,2024-06-07,False
6006088,105868,Personal Loan,12374.52,15.83,Closed,2024-01-07,False
6006089,129580,Personal Loan,16854.09,4.64,Active,2023-02-23,False
6006090,102750,Personal Loan,26801.74,13.27,Active,2024-01-25,False
6006091,103211,Personal Loan,12347.32,11.63,Closed,2023-06-13,False
6006092,108067,Personal Loan,11962.68,12.51,Closed,2023-10-21,False
6006093,116649,Personal Loan,15322.6,9.97,Active,2022-09-06,False
6006094,107396,Consumer Credit,7576.93,10.65,Active,2024-04-05,False
6006095,128389,Personal Loan,5870.62,11.24,Closed,2023-05-22,False
6006096,113483,Personal Loan,27897.04,6.08,Active,2024-06-16,False
6006097,127893,Personal Loan,7252.27,13.11,Closed,2023-03-20,False
6006098,118010,SMB Loan,6806.25,13.77,Defaulted,2023-09-03,True
6006099,117410,Personal Loan,8029.98,7.56,Active,2023-01-02,False
6006100,117477,SMB Loan,1493.31,14.2,Closed,2023-03-03,False
6006101,114035,Consumer Credit,14408.75,16.44,Active,2022-08-16,False
6006102,125869,Personal Loan,16950.73,12.25,Active,2022-08-06,False
6006103,112657,Consumer Credit,1903.06,7.94,Active,2022-07-31,False
6006104,112695,Personal Loan,6986.83,8.24,Closed,2024-03-06,False
6006105,120056,Personal Loan,25498.23,6.12,Active,2022-11-01,False
6006106,107474,Personal Loan,8581.37,5.4,Active,2022-11-07,False
6006107,100131,SMB Loan,14753.26,4.54,Active,2023-04-04,False
6006108,125225,Personal Loan,4358.75,14.47,Defaulted,2024-02-28,True
6006109,117159,Consumer Credit,7657.63,15.1,Closed,2023-07-23,False
6006110,124073,Personal Loan,10934.2,12.33,Active,2024-06-18,False
6006111,127407,Overdraft Credit,7306.14,6.73,Active,2024-05-04,False
6006112,112075,Consumer Credit,7845.01,15.68,Active,2023-09-15,False
6006113,125902,Consumer Credit,24951.84,6.7,Defaulted,2024-01-08,True
6006114,103287,Consumer Credit,15250.59,16.17,Active,2024-06-12,False
6006115,105817,Personal Loan,27046.06,9.17,Defaulted,2023-04-03,True
6006116,106145,Personal Loan,26364.34,9.38,Active,2024-07-04,False
6006117,124354,Consumer Credit,3216.7,6.8,Active,2024-01-10,False
6006118,113883,Consumer Credit,4326.84,8.78,Closed,2022-08-08,False
6006119,124844,Personal Loan,21727.8,14.54,Active,2023-07-19,False
6006120,114607,Consumer Credit,23667.68,5.73,Active,2023-04-17,False
6006121,113517,Consumer Credit,29327.75,7.81,Closed,2023-09-03,False
6006122,120352,Overdraft Credit,25069.03,12.9,Closed,2024-08-29,False
6006123,122115,Personal Loan,15249.62,11.94,Active,2024-05-28,False
6006124,105299,Personal Loan,28061.01,10.09,Active,2022-11-25,False
6006125,113725,Consumer Credit,13337.5,6.98,Closed,2023-11-25,False
6006126,123765,Consumer Credit,10328.22,8.68,Active,2023-05-19,False
6006127,122541,Personal Loan,5416.71,8.63,Closed,2024-07-06,False
6006128,118028,Consumer Credit,30714.71,12.55,Closed,2024-01-14,False
6006129,129297,Personal Loan,6718.98,16.43,Defaulted,2024-07-20,True
6006130,129886,Overdraft Credit,34255.9,8.34,Closed,2023-12-23,False
6006131,107032,Personal Loan,5245.07,6.33,Active,2023-01-23,False
6006132,114073,Personal Loan,8324.45,9.11,Active,2023-12-15,False
6006133,117289,Personal Loan,3141.72,15.03,Active,2022-12-20,False
6006134,106451,Consumer Credit,13465.33,14.44,Active,2024-06-30,False
6006135,114120,SMB Loan,17605.11,14.88,Closed,2023-12-29,False
6006136,120491,SMB Loan,38341.53,12.67,Closed,2023-02-22,False
6006137,124146,SMB Loan,34727.36,6.68,Active,2024-08-31,False
6006138,101812,Personal Loan,20921.15,11.5,Active,2024-04-07,False
6006139,100300,SMB Loan,61606.61,16.18,Closed,2023-06-09,False
6006140,123176,Personal Loan,3801.85,14.29,Active,2024-03-19,False
6006141,107822,Overdraft Credit,8283.68,9.27,Active,2023-12-19,False
6006142,118398,Personal Loan,4932.11,14.48,Closed,2023-06-30,False
6006143,122547,Consumer Credit,7742.82,13.33,Active,2022-11-30,False
6006144,124071,Personal Loan,68694.11,4.64,Active,2023-01-12,False
6006145,128728,Consumer Credit,7223.41,5.11,Active,2023-06-25,False
6006146,123445,Consumer Credit,11443.08,14.96,Closed,2024-01-30,False
6006147,128983,Personal Loan,17285.61,15.51,Active,2023-03-20,False
6006148,116939,Personal Loan,11272.78,10.29,Active,2022-12-31,False
6006149,112696,Personal Loan,25809.26,11.95,Active,2022-09-05,False
6006150,107891,Personal Loan,19812.24,11.99,Closed,2024-08-23,False
6006151,100347,Overdraft Credit,7741.24,11.34,Active,2022-11-30,False
6006152,110598,Personal Loan,4999.88,9.08,Active,2022-10-19,False
6006153,111290,Consumer Credit,7642.23,15.19,Active,2022-07-18,False
6006154,114643,SMB Loan,12046.6,5.01,Active,2022-08-05,False
6006155,104245,Personal Loan,3109.85,10.17,Active,2023-09-08,False
6006156,109750,Consumer Credit,950.34,15.05,Closed,2023-11-15,False
6006157,119709,Personal Loan,11916.96,13.43,Active,2024-08-29,False
6006158,129519,Personal Loan,6017.19,15.86,Closed,2023-05-03,False
6006159,106407,Personal Loan,12724.29,14.14,Closed,2024-05-04,False
6006160,104206,Personal Loan,16033.6,8.88,Active,2023-03-10,False
6006161,127116,Personal Loan,17423.91,12.88,Active,2022-08-26,False
6006162,108159,Consumer Credit,22330.81,8.9,Closed,2023-01-17,False
6006163,111373,Personal Loan,12241.45,12.23,Active,2024-09-11,False
6006164,900327,Personal Loan,3817.85,12.33,Active,2022-11-04,False
6006165,112293,Consumer Credit,5147.23,9.91,Active,2023-09-11,False
6006166,107046,Personal Loan,18184.74,8.71,Active,2023-11-18,False
6006167,106274,Consumer Credit,7820.1,9.58,Closed,2024-05-21,False
6006168,114201,Personal Loan,35646.9,8.07,Active,2022-12-02,False
6006169,124409,Consumer Credit,15667.29,15.03,Active,2022-12-30,False
6006170,102974,Overdraft Credit,28750.32,12.69,Closed,2023-01-08,False
6006171,113046,Overdraft Credit,11941.28,10.77,Closed,2023-07-14,False
6006172,110997,Consumer Credit,7952.5,6.27,Active,2024-07-11,False
6006173,126002,Consumer Credit,19161.47,7.66,Closed,2024-05-12,False
6006174,104690,Consumer Credit,17008.34,7.28,Closed,2023-03-27,False
6006175,122043,Personal Loan,12789.95,7.34,Active,2024-05-28,False
6006176,110952,Personal Loan,10654.44,7.68,Active,2023-02-06,False
6006177,112657,Personal Loan,14400.51,13.46,Defaulted,2022-11-19,True
6006178,127174,Personal Loan,10994.24,4.83,Active,2023-01-02,False
6006179,109550,Personal Loan,19704.03,6.46,Active,2024-09-21,False
6006180,114713,Personal Loan,8193.38,10.42,Closed,2024-08-02,False
6006181,122223,Overdraft Credit,16920.7,9.34,Active,2022-09-08,False
6006182,124353,Personal Loan,5309.07,9.22,Active,2022-12-13,False
6006183,118736,Overdraft Credit,6852.64,8.52,Closed,2024-03-25,False
6006184,115458,Personal Loan,2531.17,9.69,Active,2023-01-08,False
6006185,114673,Personal Loan,24236.22,7.82,Defaulted,2022-10-11,True
6006186,129942,Personal Loan,10513.93,10.12,Defaulted,2024-07-08,True
6006187,112352,Consumer Credit,8947.12,5.54,Active,2023-09-06,False
6006188,103903,SMB Loan,20042.02,6.16,Active,2024-09-14,False
6006189,101335,Personal Loan,5140.27,15.54,Active,2022-06-12,False
6006190,116268,Consumer Credit,2159.62,14.16,Active,2023-11-10,False
6006191,129564,Personal Loan,5499.22,14.56,Active,2022-07-07,False
6006192,118617,SMB Loan,12198.16,15.34,Active,2024-06-19,False
6006193,128677,Consumer Credit,17321.58,6.73,Active,2024-09-05,False
6006194,123410,Consumer Credit,23640.31,13.11,Defaulted,2023-05-12,True
6006195,118641,Personal Loan,18239.59,11.11,Active,2023-04-24,False
6006196,108584,Consumer Credit,7573.15,7.94,Active,2023-10-06,False
6006197,119635,Personal Loan,16791.48,7.81,Active,2022-10-06,False
6006198,111193,Personal Loan,12416.36,14.42,Closed,2023-06-21,False
6006199,100566,Personal Loan,4990.82,13.43,Active,2022-10-20,False
6006200,117155,Consumer Credit,3195.55,5.41,Active,2024-05-31,False
6006201,122658,Consumer Credit,13996.81,13.47,Closed,2022-12-31,False
6006202,107350,Consumer Credit,17089.96,16.18,Closed,2023-08-04,False
6006203,105980,Personal Loan,1716.55,7.35,Active,2024-03-13,False
6006204,108025,SMB Loan,44288.96,10.36,Active,2022-08-08,False
6006205,101549,Consumer Credit,31529.04,6.46,Defaulted,2023-02-08,True
6006206,109074,Consumer Credit,15540.72,4.8,Closed,2022-07-02,False
6006207,127684,Personal Loan,8271.37,15.33,Active,2022-09-05,False
6006208,125590,Personal Loan,3177.19,14.7,Active,2024-09-24,False
6006209,111662,Consumer Credit,22142.2,5.19,Closed,2023-07-18,False
6006210,102749,SMB Loan,12773.96,11.91,Active,2023-06-25,False
6006211,128929,Consumer Credit,2417.92,7.23,Active,2022-06-08,False
6006212,123104,Overdraft Credit,11691.41,14.17,Closed,2024-08-26,False
6006213,103302,Personal Loan,43577.65,14.01,Defaulted,2022-06-05,True
6006214,104906,Personal Loan,13664.99,7.47,Active,2023-08-10,False
6006215,119342,SMB Loan,17102.63,7.99,Active,2022-11-20,False
6006216,114629,Consumer Credit,6389.55,10.95,Closed,2023-08-12,False
6006217,103729,Personal Loan,3556.74,15.07,Closed,2024-02-28,False
6006218,129601,Consumer Credit,3349.48,5.3,Active,2024-09-06,False
6006219,113786,SMB Loan,1578.84,5.08,Closed,2022-12-29,False
6006220,125727,Personal Loan,4568.02,6.05,Active,2023-02-16,False
6006221,121216,Personal Loan,12423.22,10.75,Closed,2022-10-13,False
6006222,110772,Personal Loan,12521.36,12.46,Active,2022-09-13,False
6006223,120494,Consumer Credit,8017.49,13.27,Closed,2022-06-02,False
6006224,108574,Consumer Credit,33075.14,5.5,Closed,2023-04-06,False
6006225,100391,Consumer Credit,8514.23,14.73,Active,2022-10-22,False
6006226,104626,Personal Loan,36791.27,7.22,Defaulted,2023-09-17,True
6006227,115528,SMB Loan,11774.9,7.79,Closed,2023-05-06,False
6006228,123485,SMB Loan,10219.2,4.75,Closed,2022-09-16,False
6006229,125333,Personal Loan,8797.99,8.39,Active,2023-07-27,False
6006230,104151,Personal Loan,34672.79,12.84,Active,2023-02-10,False
6006231,109823,SMB Loan,7740.41,15.12,Defaulted,2023-01-29,True
6006232,105804,Consumer Credit,21557.74,13.65,Defaulted,2023-03-17,True
6006233,119028,SMB Loan,23798.67,7.66,Closed,2022-08-25,False
6006234,116359,Consumer Credit,8550.45,5.12,Closed,2024-08-20,False
6006235,116631,Consumer Credit,6736.77,14.08,Active,2023-10-08,False
6006236,116004,Consumer Credit,17329.11,11.19,Active,2023-06-26,False
6006237,128888,Overdraft Credit,8211.62,7.76,Active,2024-04-07,False
6006238,113988,SMB Loan,51069.21,5.88,Active,2022-12-24,False
6006239,128606,Personal Loan,37775.31,4.84,Active,2023-04-06,False
6006240,106847,SMB Loan,29257.85,6.23,Closed,2023-03-08,False
6006241,128784,Personal Loan,9443.0,5.24,Active,2023-09-29,False
6006242,113898,Consumer Credit,14450.23,5.57,Active,2023-05-15,False
6006243,128178,SMB Loan,5933.54,13.99,Active,2022-11-19,False
6006244,126758,Overdraft Credit,9299.22,5.13,Defaulted,2024-06-18,True
6006245,111589,Overdraft Credit,3725.23,12.57,Active,2023-07-29,False
6006246,121291,Personal Loan,39063.76,11.7,Active,2023-09-14,False
6006247,105072,Consumer Credit,6220.83,5.4,Closed,2024-01-10,False
6006248,105524,Consumer Credit,19579.3,11.81,Defaulted,2022-10-19,True
6006249,124510,Overdraft Credit,14110.66,16.34,Active,2023-08-12,False
6006250,127365,Personal Loan,10211.49,13.34,Closed,2024-02-29,False
6006251,109602,SMB Loan,25589.62,9.68,Closed,2023-04-23,False
6006252,113330,Personal Loan,11660.73,8.86,Closed,2022-10-08,False
6006253,104864,Overdraft Credit,5858.59,7.09,Active,2024-02-25,False
6006254,108458,Consumer Credit,3484.12,14.06,Active,2022-06-22,False
6006255,104623,Consumer Credit,8407.98,12.82,Active,2023-05-05,False
6006256,121558,Personal Loan,12014.81,14.44,Active,2023-06-22,False
6006257,117553,SMB Loan,10599.65,16.24,Active,2022-12-08,False
6006258,105215,Personal Loan,5611.8,12.28,Active,2024-02-25,False
6006259,106629,Overdraft Credit,11680.73,15.5,Closed,2023-04-28,False
6006260,115113,Consumer Credit,5491.28,9.22,Active,2023-08-19,False
6006261,119538,Consumer Credit,4523.2,16.1,Active,2024-04-29,False
6006262,126483,Personal Loan,45281.05,5.91,Closed,2023-07-03,False
6006263,107187,Personal Loan,24798.79,10.79,Defaulted,2022-09-16,True
6006264,124807,Overdraft Credit,2872.19,13.25,Closed,2024-09-26,False
6006265,121484,Personal Loan,5853.08,7.35,Closed,2022-07-25,False
6006266,109119,Consumer Credit,12103.54,16.21,Active,2022-06-10,False
6006267,126955,Personal Loan,21289.92,8.63,Active,2023-01-25,False
6006268,127141,Personal Loan,3445.18,7.6,Active,2023-08-27,False
6006269,117869,Consumer Credit,18995.74,9.86,Closed,2023-10-18,False
6006270,122912,SMB Loan,94731.28,12.42,Active,2023-07-28,False
6006271,103505,Overdraft Credit,19003.72,15.74,Active,2022-11-01,False
6006272,115229,Consumer Credit,15292.05,13.51,Active,2023-06-02,False
6006273,100867,SMB Loan,10724.79,6.14,Active,2022-08-28,False
6006274,100138,Consumer Credit,20488.21,9.54,Active,2022-09-25,False
6006275,127725,SMB Loan,13845.14,4.57,Closed,2023-10-07,False
6006276,108791,Consumer Credit,3549.14,4.68,Active,2023-03-18,False
6006277,110535,Consumer Credit,9528.9,8.64,Closed,2022-10-21,False
6006278,128503,Personal Loan,3919.12,8.96,Defaulted,2022-06-30,True
6006279,109314,Personal Loan,22330.17,6.37,Active,2023-01-20,False
6006280,116002,SMB Loan,9811.35,12.5,Active,2022-11-19,False
6006281,110052,SMB Loan,7586.57,15.31,Closed,2022-07-08,False
6006282,123543,Personal Loan,2343.71,8.57,Active,2023-07-13,False
6006283,104456,Personal Loan,11791.16,12.69,Active,2023-08-18,False
6006284,101304,Personal Loan,6411.02,7.73,Active,2023-10-17,False
6006285,115357,SMB Loan,13091.01,13.46,Active,2024-09-17,False
6006286,118513,Consumer Credit,25180.58,8.64,Active,2024-03-29,False
6006287,104814,SMB Loan,9997.89,9.56,Closed,2024-09-21,False
6006288,100334,Consumer Credit,5366.99,11.01,Closed,2023-07-23,False
6006289,106314,SMB Loan,19219.77,14.18,Closed,2023-01-20,False
6006290,119596,Personal Loan,16003.04,10.82,Active,2022-12-31,False
6006291,114674,SMB Loan,3886.33,9.27,Closed,2023-11-17,False
6006292,116937,Overdraft Credit,5308.57,6.4,Active,2023-09-06,False
6006293,106044,Overdraft Credit,15857.33,5.44,Closed,2022-09-21,False
6006294,106349,SMB Loan,23576.29,9.34,Closed,2024-09-16,False
6006295,107193,Personal Loan,18168.65,9.85,Active,2024-07-01,False
6006296,101330,SMB Loan,70293.96,7.86,Closed,2024-01-13,False
6006297,128643,Personal Loan,8691.81,6.61,Closed,2024-08-03,False
6006298,108014,Overdraft Credit,3932.81,16.48,Active,2024-01-21,False
6006299,121826,Consumer Credit,5596.35,14.68,Closed,2024-07-14,False
6006300,104258,Consumer Credit,13944.18,8.31,Active,2023-11-15,False
6006301,125997,Personal Loan,5710.19,6.23,Active,2022-12-18,False
6006302,111823,Overdraft Credit,24768.72,13.76,Closed,2023-12-21,False
6006303,129785,Personal Loan,21404.19,11.63,Active,2023-08-04,False
6006304,123066,Personal Loan,26476.52,4.83,Active,2022-09-30,False
6006305,108276,SMB Loan,3523.68,15.02,Active,2023-08-20,False
6006306,100695,Consumer Credit,7583.39,15.94,Closed,2023-02-23,False
6006307,117851,Consumer Credit,9416.92,10.33,Closed,2022-11-04,False
6006308,122308,Personal Loan,4359.27,7.48,Active,2024-01-19,False
6006309,123886,Consumer Credit,2509.66,14.01,Active,2024-02-27,False
6006310,119076,Consumer Credit,9560.81,7.09,Active,2024-01-31,False
6006311,112060,SMB Loan,16516.11,10.55,Active,2023-08-06,False
6006312,114819,Consumer Credit,11908.92,14.56,Active,2023-05-19,False
6006313,109092,Personal Loan,8791.54,8.67,Closed,2024-07-27,False
6006314,122267,Personal Loan,6571.79,7.43,Closed,2023-02-06,False
6006315,118426,Consumer Credit,27355.57,8.39,Active,2022-10-27,False
6006316,128982,Overdraft Credit,9275.73,9.9,Active,2023-11-21,False
6006317,101678,Consumer Credit,6998.41,4.58,Closed,2023-04-30,False
6006318,101867,SMB Loan,23761.49,6.44,Closed,2023-04-18,False
6006319,128514,Consumer Credit,10536.85,9.06,Active,2023-09-10,False
6006320,125241,Personal Loan,16424.11,7.25,Closed,2022-09-29,False
6006321,123198,Consumer Credit,18990.52,13.74,Active,2023-03-16,False
6006322,111190,Personal Loan,29342.67,5.46,Closed,2024-04-18,False
6006323,102719,Personal Loan,5600.35,11.1,Closed,2023-04-07,False
6006324,120357,SMB Loan,42872.32,5.01,Closed,2023-02-13,False
6006325,114397,Consumer Credit,7424.82,6.41,Active,2022-10-19,False
6006326,101096,Consumer Credit,5653.12,11.74,Closed,2024-07-29,False
6006327,108187,Consumer Credit,2546.49,9.49,Closed,2022-06-08,False
6006328,109624,Consumer Credit,3404.46,6.53,Active,2023-07-06,False
6006329,128012,SMB Loan,8608.81,11.51,Closed,2023-08-28,False
6006330,108305,Personal Loan,16751.13,8.37,Active,2024-07-30,False
6006331,124112,SMB Loan,9068.1,8.91,Closed,2023-09-26,False
6006332,125080,Personal Loan,8941.03,11.38,Active,2024-03-09,False
6006333,120329,Personal Loan,9786.71,14.87,Active,2022-07-10,False
6006334,114068,SMB Loan,14812.44,14.79,Active,2024-03-12,False
6006335,119612,Consumer Credit,1113.81,14.52,Active,2023-05-09,False
6006336,128008,SMB Loan,3801.62,12.13,Active,2023-03-27,False
6006337,101400,Personal Loan,8487.46,5.0,Active,2022-07-12,False
6006338,102802,Consumer Credit,9548.87,7.49,Active,2023-05-24,False
6006339,124732,Consumer Credit,21254.07,15.63,Active,2024-01-24,False
6006340,126056,Personal Loan,3611.69,15.69,Active,2022-07-08,False
6006341,118302,Personal Loan,5281.94,14.27,Closed,2023-04-25,False
6006342,118794,Overdraft Credit,4192.05,6.42,Active,2022-07-27,False
6006343,104476,Personal Loan,11317.22,4.51,Defaulted,2022-11-20,True
6006344,112583,SMB Loan,7474.72,11.18,Active,2022-07-16,False
6006345,117426,Personal Loan,30096.87,12.97,Closed,2024-06-21,False
6006346,105275,Personal Loan,7526.46,13.02,Active,2024-06-14,False
6006347,105657,Personal Loan,21198.29,14.02,Active,2023-01-04,False
6006348,127250,Personal Loan,4270.82,9.01,Closed,2024-09-26,False
6006349,113743,Consumer Credit,4295.48,7.49,Active,2023-12-30,False
6006350,129689,Personal Loan,2024.71,14.09,Active,2024-07-28,False
6006351,104262,Personal Loan,3474.68,8.67,Closed,2023-10-12,False
6006352,107771,Consumer Credit,4236.12,16.3,Active,2024-08-02,False
6006353,105659,Consumer Credit,6556.61,4.5,Closed,2023-05-27,False
6006354,100286,Consumer Credit,7264.94,15.13,Active,2024-07-05,False
6006355,110515,SMB Loan,13424.69,5.41,Closed,2023-03-22,False
6006356,128117,Consumer Credit,25991.57,15.9,Active,2024-04-02,False
6006357,900264,SMB Loan,4197.89,6.11,Active,2022-11-10,False
6006358,129707,Personal Loan,4182.47,5.52,Active,2023-11-25,False
6006359,109839,Personal Loan,5067.23,16.21,Active,2023-12-16,False
6006360,102003,SMB Loan,7406.81,5.49,Active,2024-07-12,False
6006361,113780,Personal Loan,12598.83,13.63,Closed,2024-06-05,False
6006362,127555,Consumer Credit,53362.26,9.6,Active,2023-10-20,False
6006363,103887,Personal Loan,8500.34,6.0,Active,2024-08-29,False
6006364,104820,Consumer Credit,10674.21,13.66,Closed,2024-01-08,False
6006365,120165,Consumer Credit,2837.03,13.4,Active,2024-01-13,False
6006366,106548,Consumer Credit,14018.0,16.16,Active,2023-01-04,False
6006367,128482,Consumer Credit,6392.31,14.86,Closed,2023-12-22,False
6006368,106624,Consumer Credit,7402.43,10.8,Active,2023-07-13,False
6006369,113802,Personal Loan,14998.33,15.0,Active,2024-04-14,False
6006370,117702,Consumer Credit,12630.46,14.8,Active,2024-01-12,False
6006371,124800,Personal Loan,4531.36,15.25,Active,2024-04-21,False
6006372,114857,Personal Loan,11088.14,11.67,Active,2022-09-03,False
6006373,106596,Overdraft Credit,6254.07,9.91,Active,2024-01-23,False
6006374,103900,Consumer Credit,4072.92,5.32,Active,2022-08-27,False
6006375,102258,SMB Loan,2955.28,5.27,Closed,2022-06-24,False
6006376,118940,SMB Loan,5644.51,5.42,Defaulted,2022-07-15,True
6006377,119637,Consumer Credit,11861.92,6.92,Active,2023-02-10,False
6006378,104392,Personal Loan,9640.4,13.96,Active,2024-05-21,False
6006379,124669,Personal Loan,5042.89,10.99,Active,2023-10-17,False
6006380,110502,Personal Loan,6950.19,6.06,Active,2022-06-05,False
6006381,120009,Overdraft Credit,2080.62,11.84,Active,2023-06-17,False
6006382,105278,Consumer Credit,4377.33,14.79,Active,2023-08-16,False
6006383,127252,Consumer Credit,10640.89,15.1,Active,2023-10-20,False
6006384,114222,Personal Loan,16961.33,12.39,Active,2024-05-17,False
6006385,108168,Consumer Credit,22187.14,14.54,Active,2023-04-26,False
6006386,118426,Overdraft Credit,29485.0,5.15,Active,2022-09-17,False
6006387,125029,Personal Loan,3239.15,12.03,Active,2023-06-08,False
6006388,119469,Personal Loan,4527.15,13.87,Active,2024-09-03,False
6006389,128667,Personal Loan,37077.38,6.72,Defaulted,2023-07-20,True
6006390,118176,SMB Loan,11443.47,16.08,Active,2023-03-28,False
6006391,900403,SMB Loan,47068.95,12.67,Active,2024-08-31,False
6006392,124025,Consumer Credit,2682.66,13.29,Active,2023-02-09,False
