flag_id,transaction_id,customer_id,flag_reason,risk_score,investigation_status
9006557,4095923,122815,Failed/reversed activity,88.0,Cleared
9006558,4154981,125634,Late-night transaction,81.4,Confirmed Fraud
9006559,4039879,118867,Failed/reversed activity,89.1,Escalated
9006560,4097315,102143,Failed/reversed activity,56.6,Open
9006561,4024166,111791,High-risk merchant,63.6,Open
9006562,4200027,120163,Failed/reversed activity,58.4,Cleared
9006563,4212319,102166,High-risk merchant,91.6,Confirmed Fraud
9006564,4134646,124402,Failed/reversed activity,70.8,Escalated
9006565,4139611,108244,Late-night transaction,73.4,Open
9006566,4069542,107196,High-risk merchant,97.8,Open
9006567,4072952,102790,High-risk merchant,69.6,Confirmed Fraud
9006568,4140653,127559,Late-night transaction,87.2,Escalated
9006569,4155374,121965,High-risk merchant,70.2,Cleared
9006570,4120724,125778,Late-night transaction,87.2,Open
9006571,4000758,126475,Failed/reversed activity,95.2,Cleared
9006572,4099445,115218,High-risk merchant,61.2,Cleared
9006573,4042597,111868,Late-night transaction,66.4,Cleared
9006574,4150422,114287,Late-night transaction,88.2,Open
9006575,4035048,112256,Late-night transaction,67.3,Cleared
9006576,4015623,120112,Failed/reversed activity,79.0,Cleared
9006577,4047500,115694,Unusual amount,57.8,Cleared
9006578,4183144,127468,Unusual amount,69.7,Cleared
9006579,4189213,113007,Unusual amount,63.2,Cleared
9006580,4034725,110069,High-risk merchant,75.4,Cleared
9006581,4233343,106440,High-risk merchant,68.7,Cleared
9006582,4134808,111418,High-risk merchant,62.4,Cleared
9006583,4018569,123547,Late-night transaction,69.8,Escalated
9006584,4135477,125127,Unusual amount,75.6,Cleared
9006585,4227556,118418,Unusual amount,68.7,Open
9006586,4114537,103444,Failed/reversed activity,81.1,Escalated
9006587,4149496,113691,High-risk merchant,61.4,Cleared
9006588,4081025,113241,Late-night transaction,93.6,Open
9006589,4161449,108781,High-risk merchant,95.2,Cleared
9006590,4112413,127678,Unusual amount,87.9,Escalated
9006591,4157694,121365,Late-night transaction,98.1,Open
9006592,4076934,121006,Unusual amount,70.7,Cleared
9006593,4010829,117326,High-risk merchant,56.1,Cleared
9006594,4143258,111380,Failed/reversed activity,57.5,Cleared
9006595,4237580,104048,Late-night transaction,89.0,Confirmed Fraud
9006596,4221332,115360,High-risk merchant,61.4,Cleared
9006597,4140308,103645,High-risk merchant,67.2,Confirmed Fraud
9006598,4227603,101497,Failed/reversed activity,83.3,Open
9006599,4197867,101872,Unusual amount,67.1,Cleared
9006600,4019641,109149,Unusual amount,88.3,Cleared
9006601,4239505,121756,Unusual amount,57.2,Cleared
9006602,4075393,119994,Unusual amount,73.5,Cleared
9006603,4191222,102730,Late-night transaction,96.1,Cleared
9006604,4187242,127474,Late-night transaction,55.8,Cleared
9006605,4013143,111653,Late-night transaction,67.2,Cleared
9006606,4099426,112355,Failed/reversed activity,83.5,Open
9006607,4005145,103789,High-risk merchant,61.3,Open
9006608,4227170,110914,High-risk merchant,61.4,Open
9006609,4068638,119766,High-risk merchant,91.6,Open
9006610,4117470,120369,High-risk merchant,68.0,Cleared
9006611,4216376,104342,Failed/reversed activity,93.2,Open
9006612,4173317,103676,High-risk merchant,88.5,Cleared
9006613,4164635,100740,Failed/reversed activity,55.1,Cleared
9006614,4173391,116591,Failed/reversed activity,78.5,Cleared
9006615,4071238,103048,High-risk merchant,87.6,Cleared
9006616,4033473,111430,Late-night transaction,57.1,Confirmed Fraud
9006617,4166645,102321,Late-night transaction,85.4,Open
9006618,4151833,121090,High-risk merchant,90.8,Confirmed Fraud
9006619,4110453,900070,Failed/reversed activity,94.7,Cleared
9006620,4194969,110563,Failed/reversed activity,97.6,Escalated
9006621,4170001,112441,Failed/reversed activity,59.3,Cleared
9006622,4167314,108200,High-risk merchant,63.6,Open
9006623,4126983,118204,High-risk merchant,84.3,Cleared
9006624,4145786,126923,Late-night transaction,86.8,Escalated
9006625,4169128,102669,Late-night transaction,86.6,Cleared
9006626,4227105,103795,Failed/reversed activity,71.0,Cleared
9006627,4085900,101354,Unusual amount,77.2,Open
9006628,4084473,101808,High-risk merchant,97.9,Open
9006629,4069441,116651,Late-night transaction,74.8,Confirmed Fraud
9006630,4133486,103891,High-risk merchant,79.0,Cleared
9006631,4113083,114188,Failed/reversed activity,94.2,Open
9006632,4173291,127577,Late-night transaction,67.4,Cleared
9006633,4180981,124043,Late-night transaction,76.1,Cleared
9006634,4119318,118600,Unusual amount,67.6,Cleared
9006635,4198533,129951,Failed/reversed activity,71.5,Cleared
9006636,4165440,106169,Failed/reversed activity,83.4,Cleared
9006637,4008554,101675,High-risk merchant,81.6,Cleared
9006638,4033081,101679,Unusual amount,72.6,Open
9006639,4149187,115990,Unusual amount,69.7,Open
9006640,4193484,120898,High-risk merchant,97.7,Cleared
9006641,4179065,113495,High-risk merchant,98.0,Cleared
9006642,4020974,106677,High-risk merchant,93.2,Open
9006643,4216370,124647,Failed/reversed activity,89.8,Cleared
9006644,4182906,111868,Failed/reversed activity,74.0,Confirmed Fraud
9006645,4099146,115404,High-risk merchant,79.0,Cleared
9006646,4209618,104677,High-risk merchant,60.9,Cleared
9006647,4108553,104126,Failed/reversed activity,67.5,Open
9006648,4018050,111177,Unusual amount,97.0,Cleared
9006649,4025688,119354,High-risk merchant,55.6,Escalated
9006650,4138590,108317,Failed/reversed activity,74.8,Open
9006651,4127213,107606,Unusual amount,70.9,Cleared
9006652,4076985,119352,Late-night transaction,55.9,Open
9006653,4153737,115019,Failed/reversed activity,94.4,Confirmed Fraud
9006654,4087564,118459,Failed/reversed activity,80.8,Open
9006655,4043346,102837,Failed/reversed activity,90.4,Cleared
9006656,4047034,113727,Late-night transaction,55.9,Open
9006657,4025096,111732,Failed/reversed activity,81.9,Cleared
9006658,4037730,120723,Failed/reversed activity,72.0,Confirmed Fraud
9006659,4124560,111686,Unusual amount,73.7,Open
9006660,4145490,126371,Failed/reversed activity,98.2,Cleared
9006661,4009329,111304,Unusual amount,57.6,Cleared
9006662,4077080,123429,High-risk merchant,71.0,Open
9006663,4229350,127868,High-risk merchant,89.8,Cleared
9006664,4079055,111324,Unusual amount,84.9,Cleared
9006665,4073199,118385,Unusual amount,85.2,Cleared
9006666,4114418,110886,Late-night transaction,65.0,Cleared
9006667,4017517,106778,Late-night transaction,60.2,Open
9006668,4093038,110255,Failed/reversed activity,80.0,Escalated
9006669,4032739,117980,High-risk merchant,77.7,Open
9006670,4026526,108341,Failed/reversed activity,83.3,Confirmed Fraud
9006671,4083320,121468,Late-night transaction,88.0,Cleared
9006672,4198536,112240,High-risk merchant,55.4,Cleared
9006673,4029409,123386,Unusual amount,55.8,Cleared
9006674,4004848,108694,High-risk merchant,91.0,Confirmed Fraud
9006675,4215485,104116,Failed/reversed activity,75.4,Confirmed Fraud
9006676,4028407,121152,High-risk merchant,93.3,Cleared
9006677,4082045,121663,Late-night transaction,91.2,Cleared
9006678,4120347,125783,High-risk merchant,66.7,Escalated
9006679,4218125,124578,Unusual amount,61.4,Cleared
9006680,4236417,117174,High-risk merchant,74.5,Cleared
9006681,4125228,117826,Late-night transaction,89.9,Open
9006682,4059002,120385,Late-night transaction,81.6,Open
9006683,4119272,119118,High-risk merchant,88.2,Confirmed Fraud
9006684,4198301,124444,High-risk merchant,67.0,Confirmed Fraud
9006685,4138006,118671,Unusual amount,86.9,Open
9006686,4109563,120672,Unusual amount,56.9,Cleared
9006687,4070346,119904,Failed/reversed activity,97.5,Cleared
9006688,4210844,121169,Late-night transaction,94.3,Open
9006689,4105913,124442,Unusual amount,97.9,Cleared
9006690,4178037,122012,High-risk merchant,73.9,Open
9006691,4061055,129488,Unusual amount,76.7,Cleared
9006692,4124995,112811,Failed/reversed activity,60.0,Cleared
9006693,4015211,102254,Failed/reversed activity,83.6,Cleared
9006694,4226031,114820,High-risk merchant,86.2,Cleared
9006695,4108876,100874,Failed/reversed activity,62.2,Cleared
9006696,4141706,101171,Unusual amount,72.4,Escalated
9006697,4167255,124352,Failed/reversed activity,60.2,Open
9006698,4012265,111946,Failed/reversed activity,74.5,Cleared
9006699,4102599,124110,Unusual amount,97.2,Open
9006700,4188255,115496,Late-night transaction,68.7,Open
9006701,4067190,110370,Late-night transaction,74.0,Confirmed Fraud
9006702,4118980,100002,Unusual amount,58.7,Cleared
9006703,4054629,117105,High-risk merchant,79.0,Cleared
9006704,4126148,129741,High-risk merchant,75.1,Confirmed Fraud
9006705,4156991,118892,Failed/reversed activity,91.9,Cleared
9006706,4127902,101614,Unusual amount,97.5,Open
9006707,4048130,102235,Failed/reversed activity,88.5,Confirmed Fraud
9006708,4084754,107733,Failed/reversed activity,72.2,Escalated
9006709,4098122,110166,Unusual amount,70.5,Cleared
9006710,4234058,100903,Failed/reversed activity,92.8,Confirmed Fraud
9006711,4052652,102865,Unusual amount,73.3,Cleared
9006712,4150805,102356,High-risk merchant,72.4,Cleared
9006713,4155113,105977,Unusual amount,58.4,Cleared
9006714,4037481,118184,High-risk merchant,91.6,Cleared
9006715,4118484,116169,Late-night transaction,59.7,Cleared
9006716,4168488,117077,Unusual amount,90.7,Escalated
9006717,4154368,102784,Unusual amount,85.5,Open
9006718,4092976,101643,Failed/reversed activity,55.2,Open
9006719,4029786,105215,Unusual amount,60.5,Open
9006720,4132588,128603,Unusual amount,89.9,Confirmed Fraud
9006721,4011022,116897,High-risk merchant,90.1,Cleared
9006722,4054943,100978,Failed/reversed activity,55.5,Escalated
9006723,4114663,102643,Late-night transaction,64.1,Cleared
9006724,4196565,101632,High-risk merchant,88.4,Escalated
9006725,4188003,101616,Late-night transaction,78.1,Cleared
9006726,4000027,106814,High-risk merchant,76.9,Confirmed Fraud
9006727,4208274,103434,Failed/reversed activity,81.4,Open
9006728,4126678,112134,Late-night transaction,93.5,Open
9006729,4234755,122793,High-risk merchant,90.6,Open
9006730,4164488,115733,Late-night transaction,90.3,Escalated
9006731,4024275,117009,Unusual amount,63.1,Confirmed Fraud
9006732,4198012,104069,Late-night transaction,96.8,Cleared
9006733,4145073,116042,High-risk merchant,55.3,Cleared
9006734,4070429,125101,Late-night transaction,72.0,Cleared
9006735,4229732,114730,Failed/reversed activity,90.1,Cleared
9006736,4002032,127016,Late-night transaction,79.9,Confirmed Fraud
9006737,4013016,126072,High-risk merchant,91.1,Open
9006738,4100837,120548,Late-night transaction,72.4,Open
9006739,4140709,110052,Late-night transaction,74.7,Open
9006740,4035605,104182,Unusual amount,88.3,Open
9006741,4218399,121741,High-risk merchant,88.9,Cleared
9006742,4174738,116691,Failed/reversed activity,56.5,Cleared
9006743,4123377,123210,High-risk merchant,85.7,Open
9006744,4145394,124501,High-risk merchant,78.9,Cleared
9006745,4100627,118919,Late-night transaction,77.3,Cleared
9006746,4063232,105042,Late-night transaction,66.5,Cleared
9006747,4036582,126984,Failed/reversed activity,90.2,Open
9006748,4173518,103819,Failed/reversed activity,97.5,Cleared
9006749,4085927,109312,Late-night transaction,73.9,Cleared
9006750,4067668,122988,High-risk merchant,90.2,Cleared
9006751,4052819,108513,Failed/reversed activity,57.5,Cleared
9006752,4102564,109245,Failed/reversed activity,89.2,Cleared
9006753,4191054,118416,Unusual amount,75.0,Cleared
9006754,4047983,111370,Unusual amount,78.3,Cleared
9006755,4080443,103996,High-risk merchant,93.3,Escalated
9006756,4066107,108977,High-risk merchant,90.8,Cleared
9006757,4212573,105487,Unusual amount,66.0,Cleared
9006758,4082120,119556,High-risk merchant,77.2,Open
9006759,4045278,116169,Late-night transaction,95.8,Cleared
9006760,4160304,108019,Failed/reversed activity,55.0,Confirmed Fraud
9006761,4109882,126893,Unusual amount,80.2,Cleared
9006762,4206553,125466,Late-night transaction,76.3,Confirmed Fraud
9006763,4073502,109168,Failed/reversed activity,96.7,Cleared
9006764,4206682,113927,Failed/reversed activity,61.3,Cleared
9006765,4016488,107997,Failed/reversed activity,90.9,Cleared
9006766,4040161,102920,Late-night transaction,84.3,Open
9006767,4067736,102106,Late-night transaction,78.0,Open
9006768,4073729,111858,Late-night transaction,61.1,Cleared
9006769,4049003,113811,Unusual amount,78.3,Cleared
9006770,4044703,108876,High-risk merchant,94.8,Open
9006771,4060029,125223,Unusual amount,68.4,Cleared
9006772,4052402,126409,Unusual amount,56.0,Cleared
9006773,4214977,113724,Late-night transaction,82.6,Cleared
9006774,4196110,118485,Unusual amount,98.4,Cleared
9006775,4230566,111495,High-risk merchant,64.1,Open
9006776,4222009,116691,Failed/reversed activity,57.2,Cleared
9006777,4225905,102458,Unusual amount,86.5,Confirmed Fraud
9006778,4005751,120364,Failed/reversed activity,80.7,Cleared
9006779,4145320,109711,Late-night transaction,87.6,Open
9006780,4133088,124270,Failed/reversed activity,55.4,Open
9006781,4042173,108815,Late-night transaction,88.8,Cleared
9006782,4045281,108207,Late-night transaction,85.2,Open
9006783,4036425,119799,Failed/reversed activity,81.0,Cleared
9006784,4211094,119910,Unusual amount,64.2,Cleared
9006785,4155761,900201,Unusual amount,81.6,Open
9006786,4155214,129410,High-risk merchant,83.6,Confirmed Fraud
9006787,4107041,119620,Failed/reversed activity,55.9,Cleared
9006788,4219112,116209,Late-night transaction,86.4,Confirmed Fraud
9006789,4111156,101021,Failed/reversed activity,71.1,Open
9006790,4207854,112657,Failed/reversed activity,79.9,Cleared
9006791,4134715,116642,High-risk merchant,87.9,Cleared
9006792,4196561,129731,High-risk merchant,59.2,Cleared
9006793,4057536,126974,Failed/reversed activity,61.4,Confirmed Fraud
9006794,4083083,100993,Unusual amount,57.0,Open
9006795,4115442,104267,Failed/reversed activity,97.9,Open
9006796,4075131,115883,Unusual amount,87.5,Cleared
9006797,4078795,117330,Late-night transaction,98.1,Escalated
9006798,4193459,124416,Failed/reversed activity,81.0,Cleared
9006799,4109074,125492,Late-night transaction,76.8,Cleared
9006800,4202943,129281,Unusual amount,91.4,Cleared
9006801,4095495,123550,Failed/reversed activity,68.7,Cleared
9006802,4137225,109784,Failed/reversed activity,80.5,Cleared
9006803,4083361,111200,High-risk merchant,74.1,Escalated
9006804,4017690,129895,Failed/reversed activity,66.8,Cleared
9006805,4021529,108023,Unusual amount,78.4,Confirmed Fraud
9006806,4157893,110847,Late-night transaction,86.9,Open
9006807,4228414,123389,Failed/reversed activity,55.2,Cleared
9006808,4216930,118900,High-risk merchant,57.6,Open
9006809,4199566,106859,Late-night transaction,94.4,Open
9006810,4223571,116078,Late-night transaction,81.7,Open
9006811,4206464,105776,Unusual amount,93.0,Escalated
9006812,4064641,112167,High-risk merchant,88.7,Confirmed Fraud
9006813,4116781,104808,Unusual amount,96.4,Escalated
9006814,4199889,103474,Late-night transaction,81.0,Open
9006815,4060505,124859,Unusual amount,98.3,Cleared
9006816,4008715,108771,Failed/reversed activity,56.8,Open
9006817,4008028,117234,Late-night transaction,73.3,Open
9006818,4078672,115153,High-risk merchant,87.1,Open
9006819,4168891,109974,Failed/reversed activity,98.9,Cleared
9006820,4168567,105507,High-risk merchant,87.3,Cleared
9006821,4202827,110846,Failed/reversed activity,64.4,Cleared
9006822,4094949,112457,Failed/reversed activity,82.7,Open
9006823,4022509,120715,High-risk merchant,58.6,Cleared
9006824,4049451,101648,Failed/reversed activity,59.8,Confirmed Fraud
9006825,4137865,106357,Failed/reversed activity,70.1,Confirmed Fraud
9006826,4198985,101582,Late-night transaction,93.0,Open
9006827,4150827,113952,High-risk merchant,66.1,Confirmed Fraud
9006828,4156080,116224,Unusual amount,96.2,Confirmed Fraud
9006829,4001556,102731,Unusual amount,80.0,Confirmed Fraud
9006830,4207952,127384,Unusual amount,59.9,Cleared
9006831,4209585,126086,Late-night transaction,67.6,Cleared
9006832,4042688,125287,Failed/reversed activity,70.6,Cleared
9006833,4208837,108116,Late-night transaction,92.9,Cleared
9006834,4065253,122993,High-risk merchant,92.7,Confirmed Fraud
9006835,4236587,117420,Late-night transaction,71.2,Cleared
9006836,4156318,116584,Failed/reversed activity,61.5,Cleared
9006837,4086704,125742,Late-night transaction,71.2,Cleared
9006838,4027349,101425,Late-night transaction,95.2,Cleared
9006839,4087226,900125,Late-night transaction,59.2,Open
9006840,4050812,115354,Failed/reversed activity,89.9,Cleared
9006841,4054498,118121,Late-night transaction,70.4,Cleared
9006842,4108535,105628,High-risk merchant,91.1,Confirmed Fraud
9006843,4058831,105943,Failed/reversed activity,79.3,Cleared
9006844,4189665,111190,Failed/reversed activity,91.2,Cleared
9006845,4022104,101961,High-risk merchant,93.2,Confirmed Fraud
9006846,4135441,113136,Failed/reversed activity,82.0,Open
9006847,4148472,105189,Unusual amount,96.7,Cleared
9006848,4067280,123290,Unusual amount,70.6,Open
9006849,4229541,102265,High-risk merchant,76.5,Cleared
9006850,4239562,113053,Late-night transaction,68.6,Confirmed Fraud
9006851,4179973,122646,Unusual amount,80.2,Confirmed Fraud
9006852,4218000,103892,High-risk merchant,94.7,Escalated
9006853,4083964,123029,Late-night transaction,73.2,Cleared
9006854,4135615,110320,Late-night transaction,96.8,Open
9006855,4222690,103109,Unusual amount,90.0,Open
9006856,4003474,127708,High-risk merchant,88.0,Confirmed Fraud
9006857,4221842,111562,Unusual amount,55.4,Confirmed Fraud
9006858,4128088,122014,Failed/reversed activity,67.0,Confirmed Fraud
9006859,4226037,110044,Unusual amount,64.6,Open
9006860,4211273,900285,High-risk merchant,59.4,Cleared
9006861,4127287,118097,Late-night transaction,63.1,Cleared
9006862,4030283,111255,Late-night transaction,67.5,Confirmed Fraud
9006863,4230616,120924,Late-night transaction,63.0,Cleared
9006864,4005472,104314,Late-night transaction,75.5,Cleared
9006865,4017926,128385,High-risk merchant,80.7,Open
9006866,4196542,102858,High-risk merchant,63.7,Confirmed Fraud
9006867,4049073,129751,Unusual amount,71.8,Open
9006868,4214696,127270,High-risk merchant,85.2,Escalated
9006869,4152149,100175,Unusual amount,69.5,Confirmed Fraud
9006870,4084850,111341,High-risk merchant,88.2,Escalated
9006871,4205746,103436,Failed/reversed activity,86.7,Cleared
9006872,4095209,103912,Unusual amount,97.0,Open
9006873,4169160,124993,Failed/reversed activity,69.1,Confirmed Fraud
9006874,4170430,100305,High-risk merchant,65.5,Open
9006875,4173675,102929,Failed/reversed activity,97.0,Confirmed Fraud
9006876,4055522,900115,Failed/reversed activity,73.0,Cleared
9006877,4156144,110857,Unusual amount,78.7,Cleared
9006878,4104858,105846,Unusual amount,56.3,Escalated
9006879,4105994,120792,Late-night transaction,56.4,Cleared
9006880,4231519,109214,High-risk merchant,97.7,Cleared
9006881,4087887,106069,Unusual amount,61.0,Cleared
9006882,4130060,119788,Late-night transaction,69.7,Open
9006883,4137812,100740,High-risk merchant,94.8,Escalated
9006884,4009258,102065,Unusual amount,84.6,Confirmed Fraud
9006885,4028415,122519,Failed/reversed activity,78.5,Confirmed Fraud
9006886,4119185,115087,Late-night transaction,83.9,Escalated
9006887,4200475,125356,High-risk merchant,81.0,Confirmed Fraud
9006888,4062688,118456,High-risk merchant,58.4,Cleared
9006889,4139041,101845,Failed/reversed activity,65.5,Cleared
9006890,4039799,900238,Late-night transaction,92.4,Open
9006891,4137612,121065,Late-night transaction,69.3,Confirmed Fraud
9006892,4050385,120314,Failed/reversed activity,88.1,Cleared
9006893,4036523,101256,Failed/reversed activity,77.3,Open
9006894,4065709,103835,Unusual amount,91.9,Cleared
9006895,4054870,122202,Late-night transaction,90.2,Open
9006896,4009177,125294,Failed/reversed activity,74.4,Confirmed Fraud
9006897,4181439,110485,Late-night transaction,67.3,Open
9006898,4079490,117125,Unusual amount,87.0,Cleared
9006899,4122160,100870,High-risk merchant,60.9,Cleared
9006900,4076270,105518,Unusual amount,73.9,Cleared
9006901,4181301,119757,High-risk merchant,79.1,Escalated
9006902,4201930,106600,Late-night transaction,75.7,Cleared
9006903,4198092,123220,Late-night transaction,88.1,Cleared
9006904,4021377,103451,Late-night transaction,97.4,Cleared
9006905,4021238,120399,Unusual amount,94.7,Cleared
9006906,4025110,116560,Late-night transaction,71.4,Confirmed Fraud
9006907,4006675,104657,Failed/reversed activity,74.1,Cleared
9006908,4097507,900307,High-risk merchant,76.9,Cleared
9006909,4122601,117487,Failed/reversed activity,68.3,Cleared
9006910,4217729,105227,Late-night transaction,70.6,Cleared
9006911,4173927,108838,High-risk merchant,82.2,Open
9006912,4113300,102134,Late-night transaction,68.9,Cleared
9006913,4224688,115048,Failed/reversed activity,65.3,Cleared
9006914,4233862,108334,High-risk merchant,81.6,Cleared
9006915,4174304,103912,Failed/reversed activity,83.9,Confirmed Fraud
9006916,4014875,100918,Failed/reversed activity,78.2,Cleared
9006917,4154730,121492,Late-night transaction,59.8,Open
9006918,4163431,124839,Failed/reversed activity,96.3,Open
9006919,4200015,114562,Failed/reversed activity,65.3,Open
9006920,4165180,101454,Late-night transaction,80.1,Confirmed Fraud
9006921,4216575,114848,Failed/reversed activity,59.9,Confirmed Fraud
9006922,4093909,128309,High-risk merchant,69.1,Cleared
9006923,4024947,129116,High-risk merchant,77.9,Cleared
9006924,4125622,101609,Failed/reversed activity,84.9,Open
9006925,4025817,113624,High-risk merchant,88.2,Cleared
9006926,4177630,117824,High-risk merchant,70.1,Cleared
9006927,4090298,112457,Unusual amount,85.7,Open
9006928,4069710,118407,Failed/reversed activity,71.5,Cleared
9006929,4117948,123268,Unusual amount,76.6,Cleared
9006930,4060265,111143,Late-night transaction,85.0,Escalated
9006931,4030059,100807,Late-night transaction,65.9,Cleared
9006932,4220217,102393,Unusual amount,69.1,Confirmed Fraud
9006933,4224282,108757,Failed/reversed activity,74.1,Open
9006934,4030128,114033,Unusual amount,66.1,Confirmed Fraud
9006935,4056464,104793,Late-night transaction,56.9,Confirmed Fraud
9006936,4180857,110715,Unusual amount,64.5,Cleared
9006937,4125523,103401,Unusual amount,67.6,Escalated
9006938,4079896,118620,Late-night transaction,82.6,Open
9006939,4179806,128398,Late-night transaction,75.1,Cleared
9006940,4237479,126809,Late-night transaction,69.0,Confirmed Fraud
9006941,4202279,102468,Late-night transaction,70.5,Cleared
9006942,4098894,113263,Unusual amount,56.4,Open
9006943,4212488,128098,Failed/reversed activity,71.9,Cleared
9006944,4183747,123585,Failed/reversed activity,89.3,Escalated
9006945,4144627,104137,High-risk merchant,84.6,Cleared
9006946,4202238,120793,High-risk merchant,64.3,Cleared
9006947,4212725,111073,High-risk merchant,82.9,Open
9006948,4160541,128070,Failed/reversed activity,60.8,Open
9006949,4087198,127434,Failed/reversed activity,78.5,Open
9006950,4040534,115142,Failed/reversed activity,72.7,Cleared
9006951,4217176,112874,Unusual amount,58.3,Cleared
9006952,4030142,116584,Failed/reversed activity,89.0,Escalated
9006953,4206513,125953,Unusual amount,63.2,Confirmed Fraud
9006954,4164450,127122,High-risk merchant,96.1,Cleared
9006955,4165617,126446,Failed/reversed activity,91.4,Confirmed Fraud
9006956,4015700,104780,Failed/reversed activity,97.8,Confirmed Fraud
9006957,4003444,126632,Late-night transaction,96.1,Cleared
9006958,4217294,102343,High-risk merchant,95.8,Confirmed Fraud
9006959,4161444,112159,High-risk merchant,80.4,Escalated
9006960,4219302,115042,Late-night transaction,63.8,Confirmed Fraud
9006961,4051444,105653,Late-night transaction,77.9,Confirmed Fraud
9006962,4187436,112711,Late-night transaction,89.0,Cleared
9006963,4062318,124471,Failed/reversed activity,63.9,Cleared
9006964,4026480,124814,Unusual amount,79.8,Escalated
9006965,4219876,107123,Late-night transaction,68.1,Cleared
9006966,4031851,118266,Failed/reversed activity,59.2,Cleared
9006967,4101685,100181,High-risk merchant,69.0,Escalated
9006968,4193132,114275,High-risk merchant,65.2,Cleared
9006969,4139593,100455,Failed/reversed activity,84.5,Open
9006970,4059577,127429,Unusual amount,93.4,Cleared
9006971,4105315,118459,Failed/reversed activity,80.1,Cleared
9006972,4035396,120188,Unusual amount,81.3,Cleared
9006973,4092945,900204,High-risk merchant,70.4,Cleared
9006974,4177352,104360,High-risk merchant,89.0,Escalated
9006975,4211290,119512,Unusual amount,88.7,Open
9006976,4128034,110715,Unusual amount,88.4,Confirmed Fraud
9006977,4163147,110156,Late-night transaction,77.0,Open
9006978,4185238,128428,High-risk merchant,67.8,Open
9006979,4047960,109933,High-risk merchant,77.1,Open
9006980,4228548,101087,Unusual amount,72.6,Confirmed Fraud
9006981,4001728,114012,High-risk merchant,71.7,Confirmed Fraud
9006982,4014748,125215,Unusual amount,93.7,Open
9006983,4144000,101417,Unusual amount,92.4,Cleared
9006984,4101402,112896,Unusual amount,79.7,Cleared
9006985,4026356,104841,Late-night transaction,70.8,Confirmed Fraud
9006986,4105082,125993,High-risk merchant,72.3,Cleared
9006987,4231470,109592,Unusual amount,70.6,Open
9006988,4189130,124411,High-risk merchant,61.0,Cleared
9006989,4155735,129789,Late-night transaction,58.7,Confirmed Fraud
9006990,4106213,126534,High-risk merchant,84.7,Cleared
9006991,4155891,109530,Failed/reversed activity,68.9,Cleared
9006992,4139232,100616,Late-night transaction,57.9,Confirmed Fraud
9006993,4234831,114372,Late-night transaction,91.7,Cleared
9006994,4099328,114533,Unusual amount,87.5,Open
9006995,4229417,102763,Late-night transaction,69.1,Cleared
9006996,4064470,100512,Late-night transaction,68.4,Confirmed Fraud
9006997,4136675,107553,Late-night transaction,58.3,Cleared
9006998,4096550,124602,Failed/reversed activity,95.7,Confirmed Fraud
9006999,4201281,120145,High-risk merchant,93.5,Escalated
9007000,4049366,106056,Failed/reversed activity,65.8,Confirmed Fraud
9007001,4157180,108204,Failed/reversed activity,70.0,Confirmed Fraud
9007002,4071561,126750,Failed/reversed activity,79.5,Cleared
9007003,4035248,103097,Unusual amount,92.5,Cleared
9007004,4035594,101128,High-risk merchant,64.2,Cleared
9007005,4224533,113867,Late-night transaction,55.1,Cleared
9007006,4007965,104949,Late-night transaction,73.6,Confirmed Fraud
9007007,4076562,107263,Unusual amount,98.8,Confirmed Fraud
9007008,4136092,106123,Unusual amount,67.0,Cleared
9007009,4183892,125094,Late-night transaction,60.9,Confirmed Fraud
9007010,4218006,119824,High-risk merchant,73.2,Cleared
9007011,4140204,123325,Late-night transaction,95.5,Cleared
9007012,4034343,104801,Unusual amount,92.1,Cleared
9007013,4176957,128804,Failed/reversed activity,73.0,Open
9007014,4202517,116937,Unusual amount,86.8,Open
9007015,4099908,104128,Unusual amount,84.8,Escalated
9007016,4017373,106116,Unusual amount,62.3,Open
9007017,4055304,110411,High-risk merchant,71.7,Cleared
9007018,4173791,107852,Late-night transaction,77.0,Cleared
9007019,4061996,116483,Failed/reversed activity,62.0,Cleared
9007020,4085571,116944,Failed/reversed activity,71.2,Confirmed Fraud
9007021,4094466,101262,Unusual amount,61.0,Cleared
9007022,4008058,102805,High-risk merchant,81.0,Cleared
9007023,4232084,102761,Unusual amount,74.2,Cleared
9007024,4192531,114764,High-risk merchant,60.7,Cleared
9007025,4177798,129364,Unusual amount,95.0,Escalated
9007026,4218049,128024,Late-night transaction,70.5,Cleared
9007027,4019514,122130,Failed/reversed activity,65.6,Open
9007028,4056286,128314,Failed/reversed activity,68.9,Cleared
9007029,4089970,112519,High-risk merchant,84.8,Open
9007030,4124296,117747,Late-night transaction,88.9,Cleared
9007031,4061760,102412,Late-night transaction,93.0,Cleared
9007032,4105146,101978,Failed/reversed activity,79.4,Cleared
9007033,4214388,115152,High-risk merchant,94.4,Cleared
9007034,4156274,119582,Failed/reversed activity,97.8,Cleared
9007035,4180805,115590,Unusual amount,62.9,Open
9007036,4124146,100645,Late-night transaction,73.4,Confirmed Fraud
9007037,4150801,110922,Late-night transaction,70.2,Cleared
9007038,4171550,108511,Unusual amount,62.2,Cleared
9007039,4048564,110515,High-risk merchant,83.4,Cleared
9007040,4031608,118504,High-risk merchant,76.0,Confirmed Fraud
9007041,4018868,109751,Unusual amount,77.1,Confirmed Fraud
9007042,4042437,105573,Failed/reversed activity,70.0,Open
