merchant_id,merchant_name,merchant_category,merchant_country,risk_level
6782,Travel_1782,Travel,Belgium,Medium
6783,Restaurants_1783,Restaurants,Cyprus,Low
6784,Utilities_1784,Utilities,Spain,Low
6785,Groceries_1785,Groceries,Poland,Low
6786,Restaurants_1786,Restaurants,Malta,Low
6787,Restaurants_1787,Restaurants,Portugal,Low
6788,Restaurants_1788,Restaurants,Sweden,Low
6789,Travel_1789,Travel,Sweden,Medium
6790,Utilities_1790,Utilities,Italy,Low
6791,Utilities 1791,Utilities,Belgium,Low
6792,GROCERIES_1792,Groceries,Lithuania,Low
6793,Restaurants_1793,Restaurants,France,Low
6794,Utilities 1794,Utilities,Malta,Low
6795,EDUCATION_1795,Education,Germany,Low
6796,Fashion_1796,Fashion,Netherlands,Low
6797,Travel_1797,Travel,Sweden,Medium
6798,Travel_1798,Travel,Romania,Medium
6799,Utilities_1799,Utilities,Cyprus,Low
6800,Groceries_1800,Groceries,Cyprus,Low
6801,Electronics_1801,Electronics,Romania,Medium
6802,Education_1802,Education,Portugal,Low
6803,INSURANCE_1803,Insurance,France,Low
6804,RESTAURANTS_1804,Restaurants,Portugal,Low
6805,Groceries 1805,Groceries,Spain,Low
6806,Utilities_1806,Utilities,France,Low
6807,GROCERIES_1807,Groceries,Lithuania,Low
6808,Groceries 1808,Groceries,Netherlands,Low
6809,Fashion_1809,Fashion,France,Low
6810,Electronics 1810,Electronics,Cyprus,Medium
6811,ELECTRONICS_1811,Electronics,Cyprus,Medium
6812,TRAVEL_1812,Travel,Germany,Medium
6813,ELECTRONICS_1813,Electronics,Spain,Medium
6814,ATM_1814,ATM,Romania,Medium
6815,Utilities_1815,Utilities,Romania,Low
6816,Restaurants_1816,Restaurants,Germany,Low
6817,Groceries 1817,Groceries,Italy,Low
6818,ATM_1818,ATM,Belgium,Medium
6819,Health 1819,Health,Ireland,Low
6820,Insurance_1820,Insurance,Belgium,Low
6821,Insurance_1821,Insurance,Ireland,Low
6822,Restaurants_1822,Restaurants,Portugal,Low
6823,Groceries_1823,Groceries,Italy,Low
6824,Restaurants_1824,Restaurants,Romania,Low
6825,ATM_1825,ATM,Sweden,Medium
6826,Restaurants_1826,Restaurants,Ireland,Low
6827,Travel_1827,Travel,Germany,Medium
6828,RESTAURANTS_1828,Restaurants,Ireland,Low
6829,Groceries_1829,Groceries,Netherlands,Low
6830,Utilities 1830,Utilities,Netherlands,Low
6831,Restaurants_1831,Restaurants,Portugal,Low
6832,Utilities_1832,Utilities,Lithuania,Low
6833,ATM_1833,ATM,Cyprus,Medium
6834,Restaurants_1834,Restaurants,Portugal,Low
6835,Insurance_1835,Insurance,Romania,Low
6836,Utilities_1836,Utilities,Germany,Low
6837,Travel_1837,Travel,Spain,Medium
6838,ATM_1838,ATM,Portugal,Medium
6839,Travel_1839,Travel,Malta,Medium
6840,Fashion_1840,Fashion,Ireland,Low
6841,ATM_1841,ATM,Poland,Medium
6842,Insurance_1842,Insurance,Belgium,Low
6843,Insurance_1843,Insurance,Spain,Low
6844,Restaurants_1844,Restaurants,Netherlands,Low
6845,OnlineGaming_1845,Online Gaming,Lithuania,High
6846,Utilities_1846,Utilities,Italy,Low
6847,Groceries_1847,Groceries,France,Low
6848,Restaurants_1848,Restaurants,Portugal,Low
6849,Groceries_1849,Groceries,Poland,Low
6850,Electronics_1850,Electronics,Sweden,Medium
6851,ATM_1851,ATM,France,Medium
6852,Restaurants_1852,Restaurants,Ireland,Low
6853,Groceries_1853,Groceries,Netherlands,Low
6854,ATM_1854,ATM,Cyprus,Medium
6855,Travel_1855,Travel,Italy,Medium
6856,OnlineGaming 1856,Online Gaming,Portugal,High
6857,Restaurants_1857,Restaurants,Germany,Low
6858,Fashion_1858,Fashion,Poland,Low
6859,Education_1859,Education,Lithuania,Low
6860,Fashion_1860,Fashion,Ireland,Low
6861,OnlineGaming_1861,Online Gaming,Ireland,High
6862,Restaurants_1862,Restaurants,Romania,Low
6863,Travel_1863,Travel,Portugal,Medium
6864,TRAVEL_1864,Travel,Malta,Medium
6865,Utilities_1865,Utilities,Cyprus,Low
6866,Restaurants_1866,Restaurants,Cyprus,Low
6867,Travel_1867,Travel,Lithuania,Medium
6868,Groceries_1868,Groceries,France,Low
6869,Education_1869,Education,Germany,Low
6870,Utilities_1870,Utilities,Malta,Low
6871,Utilities_1871,Utilities,France,Low
6872,Travel_1872,Travel,Ireland,Medium
6873,Utilities_1873,Utilities,Germany,Low
6874,Utilities_1874,Utilities,Germany,Low
6875,Health_1875,Health,Cyprus,Low
6876,Health_1876,Health,Poland,Low
6877,Utilities_1877,Utilities,Malta,Low
6878,Travel_1878,Travel,Romania,Medium
6879,Health_1879,Health,Italy,Low
6880,ONLINEGAMING_1880,Online Gaming,Spain,High
6881,Travel_1881,Travel,Portugal,Medium
6882,Restaurants_1882,Restaurants,Poland,Low
6883,Electronics 1883,Electronics,Poland,Medium
6884,Insurance_1884,Insurance,Spain,Low
6885,Travel_1885,Travel,Germany,Medium
6886,ATM_1886,ATM,Romania,Medium
6887,Utilities_1887,Utilities,Germany,Low
6888,UTILITIES_1888,Utilities,Portugal,Low
6889,Restaurants_1889,Restaurants,Poland,Low
6890,Groceries_1890,Groceries,Lithuania,Low
6891,Fashion_1891,Fashion,Germany,Low
6892,Groceries_1892,Groceries,Poland,Low
6893,UTILITIES_1893,Utilities,Malta,Low
6894,Fashion_1894,Fashion,Malta,Low
6895,ONLINEGAMING_1895,Online Gaming,France,High
6896,Insurance_1896,Insurance,Portugal,Low
6897,OnlineGaming_1897,Online Gaming,Belgium,High
6898,Fashion_1898,Fashion,Lithuania,Low
6899,Groceries_1899,Groceries,Romania,Low
6900,RESTAURANTS_1900,Restaurants,Spain,Low
6901,FASHION_1901,Fashion,Belgium,Low
6902,Utilities_1902,Utilities,Cyprus,Low
6903,HEALTH_1903,Health,Italy,Low
6904,Utilities_1904,Utilities,Romania,Low
6905,Groceries_1905,Groceries,Portugal,Low
6906,Restaurants_1906,Restaurants,Sweden,Low
6907,Restaurants_1907,Restaurants,Spain,Low
6908,Groceries_1908,Groceries,Romania,Low
6909,CryptoServices_1909,Crypto Services,Malta,High
6910,ATM_1910,ATM,Romania,Medium
6911,ATM_1911,ATM,Italy,Medium
6912,CryptoServices_1912,Crypto Services,France,High
6913,Restaurants_1913,Restaurants,Romania,Low
6914,Education_1914,Education,France,Low
6915,Fashion_1915,Fashion,Belgium,Low
6916,EDUCATION_1916,Education,Netherlands,Low
6917,OnlineGaming_1917,Online Gaming,Germany,High
6918,Insurance 1918,Insurance,Ireland,Low
6919,Electronics_1919,Electronics,Poland,Medium
6920,Utilities_1920,Utilities,Germany,Low
6921,Insurance_1921,Insurance,Portugal,Low
6922,GROCERIES_1922,Groceries,Portugal,Low
6923,Utilities_1923,Utilities,Sweden,Low
6924,ATM_1924,ATM,Poland,Medium
6925,ONLINEGAMING_1925,Online Gaming,Netherlands,High
6926,Fashion_1926,Fashion,Portugal,Low
6927,Groceries_1927,Groceries,Ireland,Low
6928,OnlineGaming 1928,Online Gaming,Belgium,High
6929,Groceries_1929,Groceries,Belgium,Low
6930,Fashion_1930,Fashion,France,Low
6931,RESTAURANTS_1931,Restaurants,Romania,Low
6932,CryptoServices_1932,Crypto Services,Sweden,High
6933,Groceries_1933,Groceries,Lithuania,Low
6934,Utilities_1934,Utilities,Ireland,Low
6935,Electronics_1935,Electronics,Lithuania,Medium
6936,Restaurants_1936,Restaurants,Ireland,Low
6937,Groceries_1937,Groceries,France,Low
6938,Electronics_1938,Electronics,Italy,Medium
6939,Groceries_1939,Groceries,Ireland,Low
6940,GROCERIES_1940,Groceries,Germany,Low
6941,RESTAURANTS_1941,Restaurants,Germany,Low
6942,Restaurants_1942,Restaurants,Malta,Low
6943,FASHION_1943,Fashion,Germany,Low
6944,OnlineGaming_1944,Online Gaming,Sweden,High
6945,Health_1945,Health,France,Low
6946,Groceries_1946,Groceries,Lithuania,Low
6947,Education_1947,Education,Netherlands,Low
6948,Groceries 1948,Groceries,Malta,Low
6949,CryptoServices_1949,Crypto Services,Lithuania,High
6950,Utilities_1950,Utilities,Ireland,Low
6951,RESTAURANTS_1951,Restaurants,Sweden,Low
6952,OnlineGaming_1952,Online Gaming,Lithuania,High
6953,Groceries_1953,Groceries,Spain,Low
6954,Groceries_1954,Groceries,Spain,Low
6955,Travel 1955,Travel,Romania,Medium
6956,Groceries_1956,Groceries,France,Low
6957,Electronics_1957,Electronics,Cyprus,Medium
6958,Restaurants_1958,Restaurants,France,Low
6959,OnlineGaming_1959,Online Gaming,Netherlands,High
6960,Groceries_1960,Groceries,Portugal,Low
6961,Groceries_1961,Groceries,France,Low
6962,Groceries_1962,Groceries,Spain,Low
6963,Restaurants_1963,Restaurants,Cyprus,Low
6964,Health_1964,Health,Italy,Low
6965,OnlineGaming_1965,Online Gaming,Lithuania,High
6966,Restaurants_1966,Restaurants,Romania,Low
6967,Utilities_1967,Utilities,Ireland,Low
6968,Restaurants_1968,Restaurants,France,Low
6969,Restaurants_1969,Restaurants,Lithuania,Low
6970,Restaurants_1970,Restaurants,Italy,Low
6971,Fashion 1971,Fashion,Belgium,Low
6972,GROCERIES_1972,Groceries,Cyprus,Low
6973,Utilities_1973,Utilities,Malta,Low
6974,Fashion_1974,Fashion,Portugal,Low
6975,Insurance_1975,Insurance,France,Low
6976,Education_1976,Education,Cyprus,Low
6977,Health_1977,Health,Malta,Low
6978,Utilities_1978,Utilities,Sweden,Low
6979,ATM_1979,ATM,Sweden,Medium
6980,Restaurants_1980,Restaurants,France,Low
6981,ONLINEGAMING_1981,Online Gaming,Cyprus,High
6982,CryptoServices_1982,Crypto Services,Sweden,High
6983,Groceries_1983,Groceries,Sweden,Low
6984,Restaurants_1984,Restaurants,Poland,Low
6985,Travel_1985,Travel,Romania,Medium
6986,ATM_1986,ATM,Cyprus,Medium
6987,UTILITIES_1987,Utilities,Ireland,Low
6988,ELECTRONICS_1988,Electronics,Poland,Medium
6989,Groceries_1989,Groceries,Portugal,Low
6990,ATM_1990,ATM,Spain,Medium
6991,Restaurants_1991,Restaurants,Italy,Low
6992,Restaurants_1992,Restaurants,Sweden,Low
6993,Restaurants_1993,Restaurants,Netherlands,Low
6994,ONLINEGAMING_1994,Online Gaming,Lithuania,High
6995,ONLINEGAMING_1995,Online Gaming,Sweden,High
6996,Fashion_1996,Fashion,Romania,Low
6997,Fashion 1997,Fashion,Lithuania,Low
6998,Travel_1998,Travel,Spain,Medium
6999,Restaurants_1999,Restaurants,Romania,Low
7000,Restaurants_2000,Restaurants,Lithuania,Low
7001,Groceries_2001,Groceries,France,Low
7002,RESTAURANTS_2002,Restaurants,Italy,Low
7003,ATM_2003,ATM,Romania,Medium
7004,Health_2004,Health,Ireland,Low
7005,Groceries_2005,Groceries,Germany,Low
7006,Fashion_2006,Fashion,Malta,Low
7007,Electronics_2007,Electronics,Italy,Medium
7008,Fashion 2008,Fashion,Germany,Low
7009,Groceries_2009,Groceries,Spain,Low
7010,Travel_2010,Travel,Sweden,Medium
7011,Restaurants_2011,Restaurants,Ireland,Low
7012,Travel_2012,Travel,Portugal,Medium
7013,INSURANCE_2013,Insurance,Italy,Low
7014,Groceries_2014,Groceries,Spain,Low
7015,Restaurants_2015,Restaurants,Lithuania,Low
7016,Groceries_2016,Groceries,Sweden,Low
7017,Groceries_2017,Groceries,Ireland,Low
7018,ATM_2018,ATM,Lithuania,Medium
7019,Groceries_2019,Groceries,Cyprus,Low
7020,ATM_2020,ATM,Romania,Medium
7021,Restaurants_2021,Restaurants,Italy,Low
7022,UTILITIES_2022,Utilities,Belgium,Low
7023,Insurance_2023,Insurance,France,Low
7024,Fashion_2024,Fashion,Italy,Low
7025,Education_2025,Education,Poland,Low
7026,Electronics_2026,Electronics,Spain,Medium
7027,INSURANCE_2027,Insurance,Belgium,Low
7028,RESTAURANTS_2028,Restaurants,France,Low
7029,Travel_2029,Travel,Italy,Medium
7030,Fashion_2030,Fashion,Cyprus,Low
7031,Health_2031,Health,Ireland,Low
7032,UTILITIES_2032,Utilities,Cyprus,Low
7033,Groceries_2033,Groceries,Italy,Low
7034,Restaurants_2034,Restaurants,Ireland,Low
7035,FASHION_2035,Fashion,Romania,Low
7036,GROCERIES_2036,Groceries,Netherlands,Low
7037,Utilities 2037,Utilities,Portugal,Low
7038,Restaurants_2038,Restaurants,Poland,Low
7039,Travel_2039,Travel,Lithuania,Medium
7040,Fashion_2040,Fashion,Lithuania,Low
7041,Utilities_2041,Utilities,Cyprus,Low
7042,Groceries_2042,Groceries,Portugal,Low
7043,UTILITIES_2043,Utilities,Sweden,Low
7044,Utilities_2044,Utilities,Lithuania,Low
7045,Utilities_2045,Utilities,Malta,Low
7046,Groceries 2046,Groceries,Romania,Low
7047,Utilities_2047,Utilities,Spain,Low
7048,ELECTRONICS_2048,Electronics,Poland,Medium
7049,ATM_2049,ATM,Germany,Medium
7050,Groceries_2050,Groceries,Poland,Low
7051,Restaurants_2051,Restaurants,France,Low
7052,Electronics_2052,Electronics,Belgium,Medium
7053,Health_2053,Health,Romania,Low
7054,RESTAURANTS_2054,Restaurants,Sweden,Low
7055,Health_2055,Health,Portugal,Low
7056,Groceries_2056,Groceries,Cyprus,Low
7057,Travel_2057,Travel,Ireland,Medium
7058,Utilities_2058,Utilities,Netherlands,Low
7059,Utilities_2059,Utilities,Netherlands,Low
7060,Utilities_2060,Utilities,Malta,Low
7061,Fashion_2061,Fashion,France,Low
7062,Travel 2062,Travel,Ireland,Medium
7063,Groceries_2063,Groceries,Romania,Low
7064,Restaurants_2064,Restaurants,Ireland,Low
7065,Electronics_2065,Electronics,Belgium,Medium
7066,Travel_2066,Travel,Romania,Medium
7067,Groceries_2067,Groceries,Cyprus,Low
7068,Groceries_2068,Groceries,Portugal,Low
7069,CryptoServices_2069,Crypto Services,Ireland,High
7070,Restaurants_2070,Restaurants,Netherlands,Low
7071,Travel_2071,Travel,Germany,Medium
7072,Groceries_2072,Groceries,Cyprus,Low
7073,Utilities_2073,Utilities,Lithuania,Low
7074,FASHION_2074,Fashion,Lithuania,Low
7075,GROCERIES_2075,Groceries,Germany,Low
7076,Fashion 2076,Fashion,Cyprus,Low
7077,FASHION_2077,Fashion,Romania,Low
7078,Utilities_2078,Utilities,Malta,Low
7079,OnlineGaming_2079,Online Gaming,Lithuania,High
7080,Health 2080,Health,Malta,Low
7081,Utilities_2081,Utilities,Cyprus,Low
7082,Health_2082,Health,Ireland,Low
7083,Groceries_2083,Groceries,Germany,Low
7084,UTILITIES_2084,Utilities,Italy,Low
7085,Education_2085,Education,Romania,Low
7086,RESTAURANTS_2086,Restaurants,Portugal,Low
7087,Fashion 2087,Fashion,Malta,Low
7088,OnlineGaming_2088,Online Gaming,France,High
7089,Utilities_2089,Utilities,France,Low
7090,Utilities_2090,Utilities,Italy,Low
7091,Utilities_2091,Utilities,France,Low
7092,ATM_2092,ATM,Ireland,Medium
7093,GROCERIES_2093,Groceries,Poland,Low
7094,Groceries 2094,Groceries,Cyprus,Low
7095,ATM_2095,ATM,Italy,Medium
7096,Health_2096,Health,Italy,Low
7097,ATM_2097,ATM,Portugal,Medium
7098,Insurance_2098,Insurance,Spain,Low
7099,Groceries_2099,Groceries,Cyprus,Low
7100,UTILITIES_2100,Utilities,Lithuania,Low
7101,Restaurants_2101,Restaurants,France,Low
7102,Health_2102,Health,France,Low
7103,FASHION_2103,Fashion,Spain,Low
7104,Restaurants_2104,Restaurants,Italy,Low
7105,FASHION_2105,Fashion,Belgium,Low
7106,Fashion_2106,Fashion,Lithuania,Low
7107,Health_2107,Health,Belgium,Low
7108,OnlineGaming_2108,Online Gaming,Sweden,High
7109,Travel_2109,Travel,Poland,Medium
7110,Groceries_2110,Groceries,Lithuania,Low
7111,Groceries_2111,Groceries,Poland,Low
7112,Travel_2112,Travel,Spain,Medium
7113,Education_2113,Education,Romania,Low
7114,Restaurants_2114,Restaurants,Ireland,Low
7115,Fashion_2115,Fashion,Romania,Low
7116,Groceries_2116,Groceries,Cyprus,Low
7117,GROCERIES_2117,Groceries,Netherlands,Low
7118,ATM_2118,ATM,Italy,Medium
7119,Travel_2119,Travel,Ireland,Medium
7120,Electronics_2120,Electronics,Lithuania,Medium
7121,GROCERIES_2121,Groceries,Cyprus,Low
7122,RESTAURANTS_2122,Restaurants,Italy,Low
7123,RESTAURANTS_2123,Restaurants,Cyprus,Low
7124,ATM 2124,ATM,Sweden,Medium
7125,Groceries_2125,Groceries,Italy,Low
7126,CryptoServices 2126,Crypto Services,Romania,High
7127,RESTAURANTS_2127,Restaurants,Ireland,Low
7128,Groceries_2128,Groceries,Lithuania,Low
7129,Restaurants_2129,Restaurants,Romania,Low
7130,Groceries_2130,Groceries,Poland,Low
7131,Electronics_2131,Electronics,Malta,Medium
7132,CRYPTOSERVICES_2132,Crypto Services,Ireland,High
7133,Insurance_2133,Insurance,Belgium,Low
7134,RESTAURANTS_2134,Restaurants,Belgium,Low
7135,OnlineGaming_2135,Online Gaming,Cyprus,High
7136,Electronics_2136,Electronics,Italy,Medium
7137,ELECTRONICS_2137,Electronics,Romania,Medium
7138,Restaurants 2138,Restaurants,Malta,Low
7139,Health_2139,Health,Poland,Low
7140,Utilities_2140,Utilities,Italy,Low
7141,ATM_2141,ATM,France,Medium
7142,Fashion_2142,Fashion,Romania,Low
7143,Utilities_2143,Utilities,Ireland,Low
7144,Restaurants 2144,Restaurants,Ireland,Low
7145,Utilities_2145,Utilities,Portugal,Low
7146,Travel 2146,Travel,Spain,Medium
7147,Groceries_2147,Groceries,Italy,Low
7148,OnlineGaming_2148,Online Gaming,Romania,High
7149,UTILITIES_2149,Utilities,France,Low
7150,Groceries_2150,Groceries,Ireland,Low
7151,Groceries 2151,Groceries,Malta,Low
7152,GROCERIES_2152,Groceries,Italy,Low
7153,Fashion_2153,Fashion,Romania,Low
7154,Travel_2154,Travel,Germany,Medium
7155,Electronics_2155,Electronics,Portugal,Medium
7156,Groceries_2156,Groceries,Portugal,Low
7157,Groceries 2157,Groceries,Italy,Low
7158,Utilities_2158,Utilities,Spain,Low
7159,OnlineGaming_2159,Online Gaming,Malta,High
7160,TRAVEL_2160,Travel,Malta,Medium
7161,Groceries 2161,Groceries,Portugal,Low
7162,Travel_2162,Travel,Belgium,Medium
7163,RESTAURANTS_2163,Restaurants,Ireland,Low
7164,Groceries_2164,Groceries,France,Low
7165,Fashion_2165,Fashion,Malta,Low
7166,Groceries_2166,Groceries,Belgium,Low
7167,Health_2167,Health,Cyprus,Low
7168,Health_2168,Health,Italy,Low
7169,UTILITIES 2169,Utilities,France,Low
7170,Groceries_2170,Groceries,Romania,Low
7171,Insurance 2171,Insurance,Portugal,Low
7172,ONLINEGAMING_2172,Online Gaming,Portugal,High
7173,Fashion_2173,Fashion,France,Low
7174,Restaurants_2174,Restaurants,France,Low
7175,Travel_2175,Travel,Italy,Medium
7176,EDUCATION_2176,Education,Netherlands,Low
7177,Fashion_2177,Fashion,Germany,Low
7178,Restaurants_2178,Restaurants,Belgium,Low
7179,Restaurants_2179,Restaurants,Lithuania,Low
7180,Groceries_2180,Groceries,Ireland,Low
7181,Groceries_2181,Groceries,Ireland,Low
7182,OnlineGaming_2182,Online Gaming,Netherlands,High
7183,Insurance_2183,Insurance,Malta,Low
7184,Electronics_2184,Electronics,Ireland,Medium
7185,Groceries_2185,Groceries,Poland,Low
7186,TRAVEL 2186,Travel,Belgium,Medium
7187,OnlineGaming_2187,Online Gaming,Ireland,High
7188,Fashion_2188,Fashion,Cyprus,Low
7189,ATM_2189,ATM,Malta,Medium
7190,FASHION_2190,Fashion,Portugal,Low
7191,Restaurants_2191,Restaurants,Sweden,Low
7192,Restaurants_2192,Restaurants,Germany,Low
7193,CryptoServices_2193,Crypto Services,Lithuania,High
7194,Fashion_2194,Fashion,Romania,Low
7195,Restaurants_2195,Restaurants,Germany,Low
7196,Utilities_2196,Utilities,Belgium,Low
7197,Restaurants_2197,Restaurants,Malta,Low
7198,Electronics_2198,Electronics,Cyprus,Medium
7199,Electronics_2199,Electronics,Italy,Medium
7200,GROCERIES_2200,Groceries,Poland,Low
7201,Insurance_2201,Insurance,Lithuania,Low
7202,Utilities_2202,Utilities,Ireland,Low
7203,Groceries_2203,Groceries,Portugal,Low
7204,ATM_2204,ATM,Romania,Medium
7205,Groceries_2205,Groceries,Spain,Low
7206,Restaurants_2206,Restaurants,Malta,Low
7207,ATM_2207,ATM,Belgium,Medium
7208,EDUCATION_2208,Education,Netherlands,Low
7209,GROCERIES 2209,Groceries,Belgium,Low
7210,CryptoServices_2210,Crypto Services,Netherlands,High
7211,Groceries_2211,Groceries,Cyprus,Low
7212,Utilities_2212,Utilities,Romania,Low
7213,UTILITIES_2213,Utilities,France,Low
7214,UTILITIES_2214,Utilities,Germany,Low
7215,GROCERIES_2215,Groceries,Belgium,Low
7216,Groceries_2216,Groceries,Belgium,Low
7217,Utilities_2217,Utilities,Netherlands,Low
7218,Utilities 2218,Utilities,Spain,Low
7219,EDUCATION_2219,Education,Lithuania,Low
7220,Health_2220,Health,Italy,Low
7221,ATM_2221,ATM,Portugal,Medium
7222,OnlineGaming_2222,Online Gaming,Germany,High
7223,FASHION 2223,Fashion,Germany,Low
7224,Groceries_2224,Groceries,Poland,Low
7225,Utilities_2225,Utilities,Poland,Low
7226,GROCERIES_2226,Groceries,Belgium,Low
7227,Groceries_2227,Groceries,Belgium,Low
7228,Groceries_2228,Groceries,Belgium,Low
7229,Electronics_2229,Electronics,Spain,Medium
7230,Electronics_2230,Electronics,Lithuania,Medium
7231,Groceries_2231,Groceries,Ireland,Low
7232,ATM_2232,ATM,Malta,Medium
7233,Utilities_2233,Utilities,Lithuania,Low
7234,CryptoServices_2234,Crypto Services,Cyprus,High
7235,Utilities_2235,Utilities,Ireland,Low
7236,RESTAURANTS_2236,Restaurants,Malta,Low
7237,Restaurants_2237,Restaurants,Portugal,Low
7238,Groceries_2238,Groceries,France,Low
7239,Restaurants_2239,Restaurants,Netherlands,Low
7240,ATM_2240,ATM,Ireland,Medium
7241,Health_2241,Health,Netherlands,Low
7242,GROCERIES_2242,Groceries,France,Low
7243,Restaurants_2243,Restaurants,Romania,Low
7244,ATM_2244,ATM,Belgium,Medium
7245,Groceries_2245,Groceries,France,Low
7246,Groceries_2246,Groceries,Spain,Low
7247,Groceries_2247,Groceries,Lithuania,Low
7248,Fashion_2248,Fashion,Portugal,Low
7249,Electronics_2249,Electronics,Cyprus,Medium
7250,Fashion_2250,Fashion,France,Low
7251,CryptoServices_2251,Crypto Services,France,High
7252,Fashion_2252,Fashion,Lithuania,Low
7253,Electronics_2253,Electronics,Spain,Medium
7254,Groceries 2254,Groceries,Portugal,Low
7255,ATM_2255,ATM,France,Medium
7256,GROCERIES 2256,Groceries,Malta,Low
7257,Travel_2257,Travel,Cyprus,Medium
7258,Groceries_2258,Groceries,Poland,Low
7259,Insurance_2259,Insurance,Portugal,Low
7260,Fashion_2260,Fashion,Belgium,Low
7261,ONLINEGAMING_2261,Online Gaming,Malta,High
7262,OnlineGaming 2262,Online Gaming,Ireland,High
7263,Groceries_2263,Groceries,Lithuania,Low
7264,GROCERIES_2264,Groceries,Sweden,Low
7265,OnlineGaming_2265,Online Gaming,Sweden,High
7266,Health_2266,Health,Germany,Low
7267,Groceries_2267,Groceries,Sweden,Low
7268,Electronics_2268,Electronics,France,Medium
7269,Fashion_2269,Fashion,Ireland,Low
7270,Restaurants_2270,Restaurants,Poland,Low
7271,INSURANCE_2271,Insurance,France,Low
7272,Electronics_2272,Electronics,Romania,Medium
7273,Restaurants_2273,Restaurants,Portugal,Low
7274,Utilities_2274,Utilities,Cyprus,Low
7275,Groceries_2275,Groceries,Poland,Low
7276,Utilities_2276,Utilities,Germany,Low
7277,Fashion_2277,Fashion,Italy,Low
7278,GROCERIES_2278,Groceries,Sweden,Low
7279,HEALTH_2279,Health,Spain,Low
7280,ATM_2280,ATM,Germany,Medium
7281,Groceries_2281,Groceries,Romania,Low
7282,Health_2282,Health,Ireland,Low
7283,Insurance_2283,Insurance,Ireland,Low
7284,Insurance_2284,Insurance,Italy,Low
7285,Health_2285,Health,Italy,Low
7286,TRAVEL_2286,Travel,Lithuania,Medium
7287,Restaurants_2287,Restaurants,Malta,Low
7288,Electronics_2288,Electronics,Ireland,Medium
7289,Utilities 2289,Utilities,Belgium,Low
7290,ATM_2290,ATM,Ireland,Medium
7291,Groceries 2291,Groceries,France,Low
7292,Travel_2292,Travel,France,Medium
7293,Health_2293,Health,Spain,Low
7294,UTILITIES_2294,Utilities,Ireland,Low
7295,Fashion_2295,Fashion,Belgium,Low
7296,GROCERIES_2296,Groceries,Ireland,Low
7297,Groceries_2297,Groceries,Cyprus,Low
7298,GROCERIES_2298,Groceries,Cyprus,Low
7299,TRAVEL 2299,Travel,Italy,Medium
7300,ATM_2300,ATM,Ireland,Medium
7301,Groceries_2301,Groceries,Ireland,Low
7302,Fashion_2302,Fashion,Lithuania,Low
7303,Restaurants_2303,Restaurants,Portugal,Low
7304,Health_2304,Health,Portugal,Low
7305,Education_2305,Education,Poland,Low
7306,Utilities_2306,Utilities,Netherlands,Low
7307,Groceries_2307,Groceries,Italy,Low
7308,ATM_2308,ATM,Portugal,Medium
7309,CryptoServices_2309,Crypto Services,Ireland,High
7310,Groceries_2310,Groceries,Cyprus,Low
7311,ONLINEGAMING_2311,Online Gaming,Belgium,High
7312,CryptoServices_2312,Crypto Services,Sweden,High
7313,Health_2313,Health,Germany,Low
7314,Groceries_2314,Groceries,Portugal,Low
7315,Groceries_2315,Groceries,Belgium,Low
7316,Fashion_2316,Fashion,Sweden,Low
7317,Utilities_2317,Utilities,Netherlands,Low
7318,Travel_2318,Travel,Cyprus,Medium
7319,Education_2319,Education,Sweden,Low
7320,Groceries_2320,Groceries,France,Low
7321,Education_2321,Education,France,Low
7322,Fashion_2322,Fashion,Belgium,Low
7323,Utilities_2323,Utilities,Lithuania,Low
7324,Groceries_2324,Groceries,Poland,Low
7325,Groceries_2325,Groceries,Belgium,Low
7326,Electronics_2326,Electronics,Belgium,Medium
7327,Restaurants_2327,Restaurants,Italy,Low
7328,Travel_2328,Travel,Cyprus,Medium
7329,Fashion_2329,Fashion,Malta,Low
7330,Restaurants_2330,Restaurants,Portugal,Low
7331,Groceries_2331,Groceries,Sweden,Low
7332,Fashion_2332,Fashion,Italy,Low
7333,Utilities_2333,Utilities,France,Low
7334,Travel_2334,Travel,Cyprus,Medium
7335,Travel_2335,Travel,Ireland,Medium
7336,Electronics_2336,Electronics,Spain,Medium
7337,TRAVEL_2337,Travel,Poland,Medium
7338,Groceries_2338,Groceries,Belgium,Low
7339,ELECTRONICS_2339,Electronics,Netherlands,Medium
7340,OnlineGaming_2340,Online Gaming,Netherlands,High
7341,Insurance_2341,Insurance,Malta,Low
7342,Fashion_2342,Fashion,Ireland,Low
7343,Electronics_2343,Electronics,Belgium,Medium
7344,GROCERIES_2344,Groceries,Belgium,Low
7345,Restaurants_2345,Restaurants,France,Low
7346,Travel_2346,Travel,Netherlands,Medium
7347,Groceries_2347,Groceries,Italy,Low
7348,RESTAURANTS_2348,Restaurants,Lithuania,Low
7349,Groceries 2349,Groceries,Poland,Low
7350,Restaurants_2350,Restaurants,France,Low
7351,CryptoServices_2351,Crypto Services,Spain,High
7352,GROCERIES_2352,Groceries,Portugal,Low
7353,Electronics_2353,Electronics,Romania,Medium
7354,Fashion_2354,Fashion,Poland,Low
7355,Groceries_2355,Groceries,Malta,Low
7356,Fashion 2356,Fashion,Belgium,Low
7357,ATM 2357,ATM,Italy,Medium
7358,Fashion 2358,Fashion,Cyprus,Low
7359,ATM_2359,ATM,Lithuania,Medium
7360,Health_2360,Health,Belgium,Low
